Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
1,Lau,253.90,S+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
2,CHUDMAXXING,227.89,S+,"S, 1, 1, +, S, 1, 2",No
3,BrodE,224.03,S+,"S, 1, 1, +, S, 1, 2",No
4,lum,214.84,S+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 5",No
5,Zboy5z5,207.79,S+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
6,Anteatter,207.17,S+,"S, 1, 1",No
7,Bleachh,203.07,S+,"S, 1, 1, +, S, 1, 2",No
8,Mysteryz,197.18,S+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
9,NC Kahzïne,188.19,S+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
10,acb,184.80,S+,"S, 1, 1, +, S, 1, 2",No
11,Dvpaper,157.03,S,"S, 1, 1, +, S, 1, 2",No
12,BF Kaidostreams,155.19,S,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6",No
13,Stitch,155.04,S,"S, 1, 2, +, S, 5, +, S, 8, +, S, 8, +, S, 8",No
14,Penguinii,153.60,S,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
15,0ptical,151.16,S,"S, 1, 1, +, S, 1, 2, +, S, 5",No
16,An7,148.18,S,"S, 1, 1, +, S, 1, 2, +, S, 5",No
17,Hova,148.01,S,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6, +, S, 8",No
18,Noxums,147.56,S,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 5, +, S, 6, +, S, 8",No
19,twitch.tv/kozmohs,145.86,S,"S, 1, 1",No
20,Lastcall,144.52,S,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
21,Nopes Ropes,143.91,S,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
22,Dare,143.05,S,"S, 1, 1",No
23,DarkApex,140.00,A+,"S, 1, 1, +, S, 1, 2",No
24,zourafa12,138.51,A+,"S, 1, 2, +, S, 6, +, S, 8",No
25,PureAqua | ExE?,138.39,A+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 8",No
26,Bvtterr,138.18,A+,"S, 1, 1, +, S, 1, 2, +, S, 6",No
27,TNL_Colt,136.66,A+,"S, 1, 1",No
28,Almanymede,136.29,A+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6",No
29,cudi,135.43,A+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
30,wattsonswittlepuppywoof,134.03,A+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
31,ejustice74,131.86,A+,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
32,HA1L RG3,128.96,A+,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
33,ColedColedWorld,128.80,A+,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
34,Shouli,128.62,A+,"S, 1, 1, +, S, 1, 2",No
35,priiznn,127.26,A+,"S, 1, 1, +, S, 1, 2",No
36,KindlyMonkey,125.04,A+,"S, 1, 2, +, S, 8, +, S, 8",No
37,Zimm,124.41,A+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
38,@YoJokerz,123.59,A+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6",No
39,Zaphyツ,123.55,A+,"S, 1, 1",No
40,eidolon,121.23,A+,"S, 1, 1, +, S, 1, 2",No
41,TheGunner2533,119.61,A,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
42,Sleeping,118.69,A,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
43,Freak Newcastle,118.10,A,"S, 1, 2, +, S, 8",No
44,spaceman,116.41,A,"S, 1, 1, +, S, 1, 2",No
45,HaKobo,115.99,A,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
46,Kevin,114.40,A,"S, 1, 2, +, S, 8",No
47,Baughty,113.35,A,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
48,NØKK,112.35,A,"S, 1, 1, +, S, 1, 2, +, S, 8",No
49,OzWaldo,111.70,A,"S, 1, 1",No
50,wawzi,107.96,A,"S, 1, 1, +, S, 1, 2",No
51,DH_Soda,106.69,A,"S, 1, 1, +, S, 1, 2",No
52,twitch.tv/apguapo,105.06,A,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
53,Karnivorrr,103.46,A,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
54,unix._,103.35,A,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6, +, S, 8",No
55,ARI!,103.00,A,"S, 1, 1, +, S, 1, 2, +, S, 6",No
56,Mr_Hands_20,102.56,A,"S, 5, +, S, 6, +, S, 8",No
57,Saaaber,102.56,A,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
58,LeaderOfTheBees,102.34,A,"S, 1, 1",No
59,indigocross92,102.23,A,"S, 1, 2, +, S, 6, +, S, 8",No
60,BigBen,101.98,A,"S, 1, 2, +, S, 8",No
61,Omnipotene,101.71,A,"S, 1, 1",No
62,kat,101.44,A,"S, 1, 2, +, S, 8",No
63,That Shark Bitch,101.18,A,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
64,zCrackdown,100.73,A,"S, 1, 1, +, S, 4, +, S, 5, +, S, 6",No
65,Todo_apex,100.46,A,"S, 1, 1",No
66,PZ1A,100.25,A,"S, 1, 2, +, S, 4, +, S, 8",No
67,t,100.13,A,"S, 1, 2, +, S, 6",No
68,PureAqua | Ltto,99.48,B+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
69,Hawkeye2552,99.40,B+,"S, 5, +, S, 6, +, S, 8",No
70,kraag,98.54,B+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
71,ChefMike,98.49,B+,"S, 1, 2, +, S, 6, +, S, 8, +, S, 8",No
72,Eddy,98.44,B+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
73,GRO gLow,96.93,B+,"S, 1, 2, +, S, 8",No
74,TwelveGage,96.69,B+,"S, 1, 2, +, S, 4, +, S, 6, +, S, 8",No
75,maufctr,96.37,B+,"S, 1, 1, +, S, 1, 2",No
76,bradyvision,95.84,B+,"S, 1, 2, +, S, 8",No
77,VENGER_YT,95.34,B+,"S, 1, 2",No
78,goodlookingsean,95.07,B+,"S, 1, 1, +, S, 1, 2",No
79,SoleSky,94.86,B+,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
80,PGK,94.66,B+,"S, 1, 1, +, S, 1, 2",No
81,AUTHOR,94.58,B+,"S, 5, +, S, 6, +, S, 8",No
82,caro,94.00,B+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
83,ChosenSky,93.28,B+,"S, 1, 1, +, S, 6",No
84,F5 | Stabjackal TTV,92.77,B+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
85,shueisha,92.24,B+,"S, 1, 2, +, S, 8",No
86,xestefy_,91.89,B+,"S, 1, 2, +, S, 8",No
87,Hylandbound,91.43,B+,"S, 5, +, S, 8",No
88,SMZ Dragonite,87.86,B+,"S, 1, 2, +, S, 8, +, S, 8",No
89,NuTTy,87.74,B+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
90,AiymAPotato,87.04,B+,"S, 1, 2, +, S, 8",No
91,Dusterbia,87.04,B+,"S, 1, 2, +, S, 8",No
92,DASLEDGEHAMMER,87.04,B+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5",No
93,ImSh1ny,85.24,B+,"S, 1, 2, +, S, 8",No
94,Cezr,84.93,B,"S, 1, 2, +, S, 8",No
95,mIsTer_gAbRielLL,84.91,B,"S, 1, 2, +, S, 4, +, S, 5",No
96,StoneSpy946,84.24,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
97,PZ2A,83.80,B,"S, 1, 1, +, S, 1, 2",No
98,Graffix,83.36,B,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6, +, S, 8",No
99,Haki,83.18,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
100,TheCoolPanda_,82.51,B,"S, 1, 2",No
101,Doctor Eloc,82.26,B,"S, 5, +, S, 6, +, S, 8",No
102,Scarab6232,82.25,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
103,Deetray,81.12,B,"S, 1, 1",No
104,Broom,80.33,B,"S, 1, 1, +, S, 4, +, S, 5, +, S, 6",No
105,TsF MonTy,80.25,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
106,goddamnironman,80.20,B,"S, 1, 2, +, S, 8",No
107,PALMS,79.17,B,"S, 1, 1, +, S, 1, 2, +, S, 8",No
108,Jakoby,79.09,B,"S, 1, 1",No
109,kallax,79.08,B,"S, 4, +, S, 5, +, S, 6",No
110,EST Wattzz,78.17,B,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
111,SlyTitan,77.71,B,"S, 1, 1, +, S, 4, +, S, 5",No
112,winterdeadeye23,77.66,B,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 6, +, S, 8",No
113,xCopiumso,77.25,B,"S, 1, 2, +, S, 8",No
114,Oshe,76.91,B,"S, 1, 2, +, S, 8",No
115,SirNaughty1,76.63,B,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
116,XEL Decimation,75.69,B,"S, 1, 2",No
117,laceycs,75.32,B,"S, 1, 2, +, S, 6, +, S, 8",No
118,Uorax,75.17,B,"S, 1, 1, +, S, 1, 2, +, S, 8",No
119,JackHeDoesIt,74.38,B,"S, 4, +, S, 5, +, S, 6, +, S, 8",No
120,BossBBALLER101,74.38,B,"S, 4, +, S, 5, +, S, 6, +, S, 8",No
121,JuiceboxSlays,74.32,B,"S, 1, 2, +, S, 8",No
122,MOTL DduckyG,73.95,B,"S, 1, 2, +, S, 6, +, S, 8",No
123,Xyrosec,73.64,B,"S, 1, 2, +, S, 8",No
124,Wolfer,73.55,B,"S, 1, 1, +, S, 6, +, S, 8",No
125,Calbeast,73.41,B,"S, 5, +, S, 6, +, S, 8",No
126,ferris66,73.41,B,"S, 4, +, S, 5, +, S, 6",No
127,XEL iklipsa,73.23,B,"S, 1, 2",No
128,NightNight,72.37,B,"S, 1, 2, +, S, 8",No
129,MattyK3NG,71.98,B,"S, 1, 2, +, S, 8",No
130,Viva GOON,71.96,B,"S, 4, +, S, 5, +, S, 6",No
131,MikieDelliii,71.86,B,"S, 4, +, S, 5, +, S, 6, +, S, 8",No
132,The Corrupt Teacher,71.48,B,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
133,Groliver86,71.20,B,"S, 1, 2, +, S, 8",No
134,DH_Turtle Guy,70.35,B,"S, 1, 1, +, S, 1, 2",No
135,Dijaii,70.29,B,"S, 1, 2",No
136,Fartman,70.11,B,"S, 1, 2, +, S, 8",No
137,DaS8157,69.23,C+,"S, 1, 2, +, S, 8",No
138,AngryS0da,68.82,C+,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
139,ntROZE,68.77,C+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
140,Coveted Yams,68.68,C+,"S, 1, 2, +, S, 8",No
141,FlareNotFlair,68.17,C+,"S, 1, 1",No
142,DmanLOC,67.93,C+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
143,CapybarasGoRAWRR,67.83,C+,"S, 1, 2",No
144,Crash,67.74,C+,"S, 1, 2, +, S, 8",No
145,AllieFPS | Twitch,67.24,C+,"S, 1, 1, +, S, 1, 2",No
146,eddyjr85,67.10,C+,"S, 4, +, S, 5, +, S, 6",No
147,cxedt on all platforms,66.82,C+,"S, 1, 2",No
148,blanK,66.65,C+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 8",No
149,DH_EMPTheProto,66.52,C+,"S, 1, 2, +, S, 6, +, S, 8",No
150,PettyPenguin39,66.09,C+,"S, 1, 2",No
151,Potter,65.66,C+,"S, 1, 2, +, S, 4, +, S, 8",No
152,YANKEE 6 XRAY,65.63,C+,"S, 5, +, S, 6, +, S, 8",No
153,@Mootzel,65.07,C+,"S, 1, 2, +, S, 8",No
154,Truth,64.86,C+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
155,EST MANGO XHANDER,64.76,C+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
156,CF: TTV-ParcifalOg1,64.60,C+,"S, 1, 2, +, S, 8",No
157,OverratedMax,64.53,C+,"S, 1, 1, +, S, 5, +, S, 6",No
158,Bagel,64.33,C+,"S, 4, +, S, 5, +, S, 6",No
159,LB Muggso,64.33,C+,"S, 4, +, S, 5, +, S, 6",No
160,KoolAidMan,64.17,C+,"S, 5, +, S, 6",No
161,zegion,63.75,C+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
162,:O,63.38,C+,"S, 1, 2, +, S, 8",No
163,Jinkx,63.16,C+,"S, 6, +, S, 8",No
164,MoistKnight2443,62.50,C+,"S, 1, 2, +, S, 6, +, S, 8",No
165,Cyferzn,62.44,C+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
166,LAZY3D,62.40,C+,"S, 1, 1",No
167,mer,62.00,C+,"S, 5, +, S, 6, +, S, 8",No
168,Supreme,61.80,C+,"S, 1, 2, +, S, 6, +, S, 8",No
169,JEK,61.70,C+,"S, 1, 2, +, S, 8",No
170,RBD yonewdaddy,61.61,C+,"S, 1, 2, +, S, 5, +, S, 8",No
171,@ArtemisGG_,61.27,C+,"S, 1, 2, +, S, 8",No
172,Prophecy,61.24,C+,"S, 6",No
173,Luzer,61.13,C+,"S, 5, +, S, 6",No
174,TH | Nick,61.04,C+,"S, 1, 2, +, S, 8",No
175,CF Mango,60.59,C+,"S, 1, 2, +, S, 8",No
176,xJusGavx,60.36,C+,"S, 1, 2, +, S, 8",No
177,HotKnockz,60.31,C+,"S, 1, 1, +, S, 1, 2",No
178,TONYPIKACHU,59.66,C,"S, 6, +, S, 8",No
179,XZL fifiLilGuy,59.50,C,"S, 1, 2, +, S, 4",No
180,baeV,59.47,C,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
181,ZTtheman,59.44,C,"S, 4, +, S, 5, +, S, 6",No
182,FTB | Hunkulesss,59.20,C,"S, 1, 2, +, S, 8",No
183,chill guy kien,59.07,C,"S, 1, 2, +, S, 8",No
184,ehayes121,59.05,C,"S, 1, 2, +, S, 6, +, S, 8",No
185,G2theRiffin,58.58,C,"S, 1, 2, +, S, 8",No
186,uFears,58.32,C,"S, 1, 2, +, S, 8",No
187,Monarch5079,58.19,C,"S, 5, +, S, 6",No
188,Waly,58.03,C,"S, 1, 1, +, S, 1, 2, +, S, 8",No
189,BF Durxy,57.53,C,"S, 1, 1, +, S, 1, 2",No
190,LNC_Viper,57.47,C,"S, 1, 2, +, S, 8",No
191,BrandoCommando,56.94,C,"S, 1, 1",No
192,Hot4Wattson,56.89,C,"S, 5, +, S, 6",No
193,EmJay913,56.89,C,"S, 5, +, S, 6",No
194,l Xploded l,56.89,C,"S, 5, +, S, 6",No
195,iiRonnoc,56.78,C,"S, 1, 2, +, S, 6, +, S, 8",No
196,ImTheBigFork,56.73,C,"S, 1, 2, +, S, 8",No
197,PTtheman,56.63,C,"S, 4, +, S, 5, +, S, 6",No
198,Lui,56.44,C,"S, 1, 2",No
199,TTV iXM1kos,56.44,C,"S, 1, 2",No
200,furryCheese,56.43,C,"S, 1, 1, +, S, 5",No
201,the-optimistic-stoic,56.29,C,"S, 1, 2, +, S, 6",No
202,ixf_23,55.95,C,"S, 4, +, S, 5, +, S, 6",No
203,ChubbyChinchilla8,55.70,C,"S, 1, 1, +, S, 1, 2",No
204,Saki :D,55.22,C,"S, 1, 2, +, S, 8",No
205,UTSA_NEVANttv,54.89,C,"S, 4, +, S, 5",No
206,JUIICE,54.89,C,"S, 4, +, S, 5",No
207,R A P T U R E,54.44,C,"S, 1, 1, +, S, 1, 2",No
208,Raz,54.42,C,"S, 1, 2, +, S, 8",No
209,Viridae,54.29,C,"S, 1, 2, +, S, 4, +, S, 6",No
210,@WB_Killua,53.42,C,"S, 1, 2",No
211,Viva Acee,53.37,C,"S, 4, +, S, 5, +, S, 6",No
212,Phoenix.MLNT,53.10,C,"S, 8",No
213,PRDX_Jokr,52.98,C,"S, 1, 2, +, S, 8",No
214,Goomba on a Roomba,52.55,C,"S, 1, 2, +, S, 8",No
215,@BilliardHorn,52.29,C,"S, 1, 2, +, S, 8",No
216,Hun7er_TV,52.06,C,"S, 1, 2",No
217,Lame A Train,52.02,C,"S, 8",No
218,HP Bunker,51.68,C,"S, 4, +, S, 6",No
219,EagleUSA,51.67,C,"S, 1, 2, +, S, 8",No
220,MannikTV,51.61,C,"S, 1, 2, +, S, 8",No
221,Enderphor,51.48,C,"S, 1, 2, +, S, 8",No
222,Fuzz,51.04,C,"S, 1, 1, +, S, 1, 2, +, S, 8",No
223,F5 | Big Ab,51.01,C,"S, 1, 1",No
224,CF TTV Teach da youth,50.80,C,"S, 1, 2, +, S, 8",No
225,Becka,50.51,C,"S, 1, 2, +, S, 8",No
226,pat,50.05,C,"S, 1, 2, +, S, 8",No
227,GGMantisToboggan,49.79,C-,"S, 1, 2, +, S, 8",No
228,NickCageTheDickMage,49.67,C-,"S, 1, 2",No
229,Cherm,49.58,C-,"S, 1, 2, +, S, 8",No
230,Aero,49.52,C-,"S, 1, 2, +, S, 8",No
231,SnoZizzle | Twitch,49.07,C-,"S, 1, 2",No
232,imCBITS,49.03,C-,"S, 1, 1, +, S, 1, 2, +, S, 8",No
233,hyper o7웃,48.93,C-,"S, 1, 1, +, S, 1, 2",No
234,x_howdie_x,48.56,C-,"S, 1, 2, +, S, 8",No
235,BaM_Clutch,48.31,C-,"S, 1, 2, +, S, 6, +, S, 8",No
236,Jack,48.19,C-,"S, 1, 2, +, S, 8",No
237,Viva Grad,48.09,C-,"S, 4, +, S, 5, +, S, 6",No
238,FSU_IamAtomicTV,47.70,C-,"S, 8",No
239,Syndicate50,47.70,C-,"S, 8",No
240,Keko29FTW,47.26,C-,"S, 1, 2, +, S, 8",No
241,FTB | SliceOfJAO,46.86,C-,"S, 1, 2, +, S, 8",No
242,Ur Dads Favorite Player,46.71,C-,"S, 4, +, S, 5",No
243,phokkyu,46.71,C-,"S, 1, 2, +, S, 8",No
244,amieable,46.66,C-,"S, 4, +, S, 5, +, S, 8",No
245,TremblingTarantula43,46.44,C-,"S, 1, 2",No
246,cafnated,46.42,C-,"S, 4, +, S, 5, +, S, 6",No
247,ZeroGLHF,46.32,C-,"S, 1, 2, +, S, 8",No
248,BobbyBooshayy,46.22,C-,"S, 1, 2, +, S, 8",No
249,Knightmare411,45.94,C-,"S, 4, +, S, 5, +, S, 6",No
250,FlexinGhostaJ,45.86,C-,"S, 6",No
251,faust_aka_furux,45.81,C-,"S, 1, 2, +, S, 5, +, S, 6",No
252,DRIP_itsyoboigothy,45.72,C-,"S, 1, 2",No
253,Jhonpii,45.61,C-,"S, 5, +, S, 6",No
254,THEOZINBOY,45.55,C-,"S, 1, 1",No
255,shxde,45.33,C-,"S, 1, 2",No
256,negativerush,45.24,C-,"S, 1, 2, +, S, 8",No
257,Bungus Elite,45.20,C-,"S, 1, 2, +, S, 8",No
258,FTB | Steph,45.18,C-,"S, 1, 2, +, S, 8",No
259,@rbv_sk8ter,45.14,C-,"S, 1, 2",No
260,Galahad,45.14,C-,"S, 1, 2",No
261,PRDX_kraknn,44.97,C-,"S, 1, 2, +, S, 8",No
262,Hurt,44.85,C-,"S, 1, 2, +, S, 8",No
263,YoTakeItEezy,44.85,C-,"S, 1, 2, +, S, 8",No
264,hazelnut,44.67,C-,"S, 1, 2",No
265,kane.,44.44,C-,"S, 1, 2",No
266,reverie,44.14,C-,"S, 1, 2",No
267,@BloomDion,44.01,C-,"S, 4, +, S, 6",No
268,sX_ItsNick,43.59,C-,"S, 1, 2, +, S, 8",No
269,B Tier,43.39,C-,"S, 1, 2",No
270,abogado,43.08,C-,"S, 5, +, S, 6",No
271,I3otox_,42.78,C-,"S, 1, 2, +, S, 8",No
272,Quip,42.66,C-,"S, 8",No
273,o7Dash,42.50,C-,"S, 1, 1, +, S, 1, 2",No
274,CommonFound,42.48,C-,"S, 6",No
275,AstralDax,42.46,C-,"S, 5, +, S, 6",No
276,K1ng_K00p4,42.46,C-,"S, 5, +, S, 6",No
277,dachick3n70,42.44,C-,"S, 5, +, S, 6",No
278,Bolbi Stroganovsky,42.36,C-,"S, 1, 2, +, S, 8",No
279,[DAD] Nars Lootbaar,42.24,C-,"S, 1, 2, +, S, 8",No
280,impish,41.96,C-,"S, 4, +, S, 8",No
281,Angxelah,41.91,C-,"S, 1, 1, +, S, 1, 2, +, S, 8",No
282,hatch,41.44,C-,"S, 1, 2, +, S, 8",No
283,Pen5guin,41.34,C-,"S, 1, 1",No
284,Goonther,41.31,C-,"S, 1, 2, +, S, 8",No
285,XZL FireDragon,41.25,C-,"S, 1, 2",No
286,FLCIDSOCRTIC,40.88,C-,"S, 5, +, S, 6",No
287,K1ng13east,40.74,C-,"S, 1, 2, +, S, 8",No
288,iLehr,40.69,C-,"S, 1, 2",No
289,shapegenerator,40.61,C-,"S, 5, +, S, 6",No
290,Double-Take,40.58,C-,"S, 1, 2, +, S, 8",No
291,TTV | TripleThreatG75,40.56,C-,"S, 1, 2",No
292,SilentRyft,40.40,C-,"S, 1, 1",No
293,SIRWILLIAMVII,40.39,C-,"S, 5, +, S, 6",No
294,ZonkyWonky,40.38,C-,"S, 1, 2",No
295,Poptart,40.28,C-,"S, 6",No
296,TheBigDeal,40.28,C-,"S, 6",No
297,dizzyjavi,40.27,C-,"S, 1, 2, +, S, 5",No
298,Revy2hands,40.24,C-,"S, 1, 2, +, S, 5",No
299,petergriffin483,40.24,C-,"S, 4, +, S, 5",No
300,asome005,40.14,C-,"S, 8",No
301,I_am_that_guy_59,40.14,C-,"S, 8",No
302,Sydney,40.13,C-,"S, 1, 2",No
303,Nova_Cat,40.12,C-,"S, 4, +, S, 5",No
304,F5|GsQ BloomDion,40.09,C-,"S, 1, 1",No
305,A_Fox_With_Sox,39.79,D+,"S, 1, 2, +, S, 8",No
306,OvP Diablo,39.77,D+,"S, 1, 2",No
307,ENVYxSkillet,39.39,D+,"S, 5, +, S, 8",No
308,KindKitten13,39.24,D+,"S, 8",No
309,Regen,39.24,D+,"S, 8",No
310,AS1AN M1KE,39.21,D+,"S, 1, 2, +, S, 5, +, S, 8",No
311,Kulutch,39.04,D+,"S, 1, 2",No
312,Fent Gorilla,39.00,D+,"S, 1, 2",No
313,J DAWG,38.97,D+,"S, 1, 2, +, S, 8",No
314,Pope Coswi,38.87,D+,"S, 5, +, S, 6",No
315,"HP Slink, M.D.",38.75,D+,"S, 6",No
316,PRDX_Ayywire,38.68,D+,"S, 1, 2, +, S, 8",No
317,Kitkat >:),38.54,D+,"S, 1, 2, +, S, 8",No
318,Rvo,38.53,D+,"S, 1, 1, +, S, 1, 2",No
319,MyrtleSquirtle,38.49,D+,"S, 1, 2, +, S, 8",No
320,chrisk,38.18,D+,"S, 4, +, S, 5",No
321,Sithopher,38.18,D+,"S, 1, 2, +, S, 8",No
322,WhySoSweatyy,38.08,D+,"S, 1, 2",No
323,RBD Hound,38.07,D+,"S, 1, 2, +, S, 8",No
324,@C0ozer,37.99,D+,"S, 6",No
325,fizzy0o0,37.97,D+,"S, 4, +, S, 6",No
326,A_MF_Queen,37.92,D+,"S, 1, 2, +, S, 8",No
327,Denk Jenkinson,37.89,D+,"S, 1, 2, +, S, 5, +, S, 6",No
328,delli,37.77,D+,"S, 1, 2",No
329,ThisIsMig | Twitch,37.62,D+,"S, 8",No
330,sX Adam1003,37.59,D+,"S, 1, 2, +, S, 8",No
331,Gee_Spree,37.44,D+,"S, 8",No
332,alphabet,37.39,D+,"S, 1, 2",No
333,ryuu,37.33,D+,"S, 1, 2",No
334,GH Arise :3,37.23,D+,"S, 6",No
335,MOTL rBlaze,37.22,D+,"S, 5, +, S, 6",No
336,snowyday_,37.10,D+,"S, 1, 2, +, S, 8",No
337,swagrbatteleduty,37.03,D+,"S, 1, 2",No
338,FSU_TacticalMyst,36.90,D+,"S, 8",No
339,SantaKlaus,36.89,D+,"S, 1, 2, +, S, 8",No
340,Skratchd_,36.72,D+,"S, 8",No
341,jackiedees,36.70,D+,"S, 5, +, S, 6",No
342,MelonGoddess,36.67,D+,"S, 1, 2",No
343,TLN QueWey,36.63,D+,"S, 4, +, S, 5",No
344,Figgy14,36.54,D+,"S, 4, +, S, 8",No
345,Twitch.tv/Utterword,36.51,D+,"S, 1, 2",No
346,CantGetAway,36.39,D+,"S, 1, 1, +, S, 1, 2",No
347,Dycoral,36.37,D+,"S, 1, 2",No
348,TH | LIVE,36.32,D+,"S, 1, 2, +, S, 8",No
349,AverageDrae,36.28,D+,"S, 1, 2, +, S, 8",No
350,Deadlysoos,36.25,D+,"S, 1, 2",No
351,SpectacularlyAvg,36.20,D+,"S, 5, +, S, 6",No
352,TTV_BubbleJA,36.06,D+,"S, 1, 2",No
353,PZ3A,35.90,D+,"S, 1, 2",No
354,iiNovationii,35.82,D+,"S, 8",No
355,cashflow,35.81,D+,"S, 1, 2",No
356,Fat_Cat,35.80,D+,"S, 5, +, S, 6",No
357,kevin nguyen,35.79,D+,"S, 1, 2",No
358,LilDerpyy,35.68,D+,"S, 1, 2",No
359,GingerMacabre TTV |LIVE|,35.51,D+,"S, 5",No
360,HypyFuneral,35.43,D+,"S, 6",No
361,WB_iMysticVortex,35.02,D+,"S, 1, 2",No
362,@z0mb_y0 | twitch tv,34.86,D+,"S, 1, 2",No
363,rRekra,34.67,D+,"S, 1, 2",No
364,TGUN_Turtle,34.66,D+,"S, 1, 2, +, S, 8",No
365,cooper,34.59,D+,"S, 6",No
366,Khaotic Yang,34.56,D+,"S, 1, 2",No
367,chris k,34.48,D+,"S, 1, 1",No
368,cookiebagels,34.39,D+,"S, 1, 2",No
369,ButterMyBreadWB,34.38,D+,"S, 8",No
370,Nut Inspector,34.21,D+,"S, 6",No
371,雨 Cher (VLone),34.21,D+,"S, 6",No
372,Leon,34.06,D+,"S, 4, +, S, 6",No
373,Mango Burger,34.02,D+,"S, 1, 2, +, S, 4, +, S, 4, +, S, 5",No
374,Swagmillion,33.64,D+,"S, 1, 2",No
375,"Brisket ""Fuegisimo"" Elegantè",33.57,D+,"S, 6",No
376,SrgtButtercups,33.56,D+,"S, 4, +, S, 5",No
377,Epickiller17,33.54,D+,"S, 1, 1",No
378,Krit,33.31,D+,"S, 1, 2, +, S, 8",No
379,R3al_NEVANttv,33.26,D+,"S, 6",No
380,OW2 Better Game,33.16,D+,"S, 1, 2, +, S, 6",No
381,claud,33.12,D+,"S, 8",No
382,FALN | JohnnyK,32.92,D+,"S, 1, 2, +, S, 4, +, S, 5",No
383,sly,32.91,D+,"S, 5, +, S, 6",No
384,LilS4ck,32.91,D+,"S, 5, +, S, 6",No
385,Yaboi T,32.91,D+,"S, 5, +, S, 6",No
