Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
912,OE_remydees,4.96,D-,"S, 1, 2",No
913,TyreHeat,4.88,D-,"S, 1, 2",No
914,Dies Irae,4.88,D-,"S, 1, 2",No
915,l0tusStar,4.86,D-,"S, 8",No
916,WALLSHIFT,4.86,D-,"S, 8",No
917,no ttv pushn40,4.86,D-,"S, 1, 2",No
918,mind goblin,4.85,D-,"S, 1, 2",No
919,MicahiscooYT,4.80,D-,"S, 1, 2",No
920,StonyBolognaa | Twitch,4.76,D-,"S, 1, 2",No
921,Plaiqu,4.67,D-,"S, 1, 2",No
922,Bsteph13,4.62,D-,"S, 1, 2",No
923,Whiffy,4.47,D-,"S, 1, 2",No
924,TORA Dropt,4.46,D-,"S, 4",No
925,Messyyy,4.37,D-,"S, 4",No
926,HOLLOW,4.28,D-,"S, 1, 2",No
927,Training Arc,4.17,D-,"S, 1, 2",No
928,Recoil,4.05,D-,"S, 4",No
929,ruin.,3.71,D-,"S, 1, 2",No
930,Ghost Dyga,3.43,D-,"S, 1, 2",No
931,UltNotReady,2.97,D-,"S, 1, 2",No
932,tuna!,2.96,D-,"S, 1, 1",No
933,DareOGK on Twitch,2.96,D-,"S, 1, 1",No
934,FadingMetal63,2.96,D-,"S, 1, 2",No
935,FTB | NaskOnSomn,2.87,D-,"S, 1, 2",No
936,HacKz,2.78,D-,"S, 1, 2",No
937,YOUTHFUL FILIPINO ROLLER PRODIGY,2.73,D-,"S, 1, 2",No
938,Sherm,2.69,D-,"S, 1, 2",No
939,IGY6 DeeMochuu,2.58,D-,"S, 1, 2",No
940,TheKidVolg,2.53,D-,"S, 1, 2",No
941,camaleonrosado,2.43,D-,"S, 1, 2",No
942,SMZ Reason,2.27,D-,"S, 1, 2",No
943,Flanksteak,2.15,D-,"S, 1, 2",No
944,萧瑟,1.87,D-,"S, 1, 1",No
945,iButterMyBreadWB,1.40,D-,"S, 1, 1",No
946,ボイディ,1.17,D-,"S, 1, 2",No
947,h u s k y,1.11,D-,"S, 1, 2",No
948,guardiantroop6,0.98,D-,"S, 1, 2",No
949,Big Moof,0.81,D-,"S, 4",No
950,iidxnk,0.81,D-,"S, 4",No
951,Annyeongseyo,0.81,D-,"S, 4",No
952,joaqie,0.70,D-,"S, 1, 2",No
953,ExternalAPEX,0.69,D-,"S, 1, 2",No
954,OE Hoodie,0.67,D-,"S, 1, 2",No
955,EST_PeePee,0.66,D-,"S, 1, 2",No
956,#prayersmade,0.64,D-,"S, 1, 2",No
957,Vin,0.59,D-,"S, 1, 2",No
958,Greywaren99,0.59,D-,"S, 1, 2",No
959,StratocLP,0.59,D-,"S, 1, 2",No
960,DC Aqua,0.46,D-,"S, 4",No
961,10 piece Chicken Nuggies,0.41,D-,"S, 5",No
962,lil skully,0.41,D-,"S, 5",No
963,Excalibur,0.40,D-,"S, 4",No
964,TacoEnjoyer,0.32,D-,"S, 1, 2",No
965,GodOf6enJutsu_,0.29,D-,"S, 6",No
966,IGY6 theeJambro,0.16,D-,"S, 1, 1",No
967,Wolf,0.04,D-,"S, 1, 2",No
968,Maavi,0.00,D-,"S, 1, 2",No
