Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
316,RBD Hound,36.96,D+,"S, 1, 2, +, S, 8",No
317,FSU_TacticalMyst,36.90,D+,"S, 8",No
318,Skratchd_,36.72,D+,"S, 8",No
319,jackiedees,36.70,D+,"S, 5, +, S, 6",No
320,reverie,36.65,D+,"S, 1, 2",No
321,TLN QueWey,36.63,D+,"S, 4, +, S, 5",No
322,Figgy14,36.54,D+,"S, 4, +, S, 8",No
323,A_MF_Queen,36.37,D+,"S, 1, 2, +, S, 8",No
324,A_Fox_With_Sox,36.27,D+,"S, 1, 2, +, S, 8",No
325,SpectacularlyAvg,36.20,D+,"S, 5, +, S, 6",No
326,delli,36.14,D+,"S, 1, 2",No
327,iLehr,36.05,D+,"S, 1, 2",No
328,AverageDrae,35.90,D+,"S, 1, 2, +, S, 8",No
329,Revy2hands,35.89,D+,"S, 1, 2, +, S, 5",No
330,iiNovationii,35.82,D+,"S, 8",No
331,Fat_Cat,35.80,D+,"S, 5, +, S, 6",No
332,OvP Diablo,35.76,D+,"S, 1, 2",No
333,sX Adam1003,35.59,D+,"S, 1, 2, +, S, 8",No
334,GingerMacabre TTV |LIVE|,35.51,D+,"S, 5",No
335,HypyFuneral,35.43,D+,"S, 6",No
336,Rvo,35.42,D+,"S, 1, 1, +, S, 1, 2",No
337,SantaKlaus,35.31,D+,"S, 1, 2, +, S, 8",No
338,THEOZINBOY,35.04,D+,"S, 1, 1",No
339,TH | LIVE,34.77,D+,"S, 1, 2, +, S, 8",No
340,cooper,34.59,D+,"S, 6",No
341,MelonGoddess,34.57,D+,"S, 1, 2",No
342,ButterMyBreadWB,34.38,D+,"S, 8",No
343,Nut Inspector,34.21,D+,"S, 6",No
344,雨 Cher (VLone),34.21,D+,"S, 6",No
345,TTV | TripleThreatG75,34.19,D+,"S, 1, 2",No
346,Leon,34.06,D+,"S, 4, +, S, 6",No
347,ZonkyWonky,33.92,D+,"S, 1, 2",No
348,WB_iMysticVortex,33.82,D+,"S, 1, 2",No
349,Sydney,33.57,D+,"S, 1, 2",No
350,"Brisket ""Fuegisimo"" Elegantè",33.57,D+,"S, 6",No
351,SrgtButtercups,33.56,D+,"S, 4, +, S, 5",No
352,m2,33.48,D+,"S, 1, 2, +, S, 8",No
353,Kulutch,33.34,D+,"S, 1, 2",No
354,Fent Gorilla,33.28,D+,"S, 1, 2",No
355,R3al_NEVANttv,33.26,D+,"S, 6",No
356,LilDerpyy,33.16,D+,"S, 1, 2",No
357,claud,33.12,D+,"S, 8",No
358,TGUN_Turtle,33.07,D+,"S, 1, 2, +, S, 8",No
359,sly,32.91,D+,"S, 5, +, S, 6",No
360,LilS4ck,32.91,D+,"S, 5, +, S, 6",No
361,Yaboi T,32.91,D+,"S, 5, +, S, 6",No
362,Twitch.tv/Utterword,32.83,D+,"S, 1, 2",No
363,Jakezy,32.59,D+,"S, 4, +, S, 6",No
364,Mango Burger,32.27,D+,"S, 1, 2, +, S, 4, +, S, 4, +, S, 5",No
365,jaundyy666,32.22,D+,"S, 8",No
366,TTV_BubbleJA,32.20,D+,"S, 1, 2",No
367,swagrbatteleduty,32.20,D+,"S, 1, 2",No
368,Wolfy,32.12,D+,"S, 5",No
369,PZ3A,31.96,D+,"S, 1, 2",No
370,kevin nguyen,31.81,D+,"S, 1, 2",No
371,Pen5guin,31.80,D+,"S, 1, 1",No
372,fpsboone,31.68,D+,"S, 8",No
373,elflako99,31.67,D+,"S, 5, +, S, 6",No
374,Feldgrau,31.53,D+,"S, 4, +, S, 6",No
375,NCG Foster,31.37,D+,"S, 6",No
376,Gator Needs His Gat,31.14,D+,"S, 8",No
377,SilentRyft,31.08,D+,"S, 1, 1",No
378,Krit,31.03,D+,"S, 1, 2, +, S, 8",No
379,F5|GsQ BloomDion,30.84,D+,"S, 1, 1",No
380,Dycoral,30.84,D+,"S, 1, 2",No
381,ayla,30.82,D+,"S, 1, 2, +, S, 6",No
382,Double0negative,30.79,D+,"S, 1, 2",No
383,MJ5044,30.78,D+,"S, 8",No
384,alphabet,30.74,D+,"S, 1, 2",No
385,Deadlysoos,30.67,D+,"S, 1, 2",No
386,WhySoSweatyy,30.64,D+,"S, 1, 2",No
387,cashflow,30.46,D+,"S, 1, 2",No
388,Indy,30.42,D+,"S, 8",No
389,Swagmillion,30.24,D+,"S, 1, 2",No
390,US-Fakezi,30.24,D+,"S, 8",No
391,rRekra,30.21,D+,"S, 1, 2",No
392,BaByBuStD0wn_,30.15,D+,"S, 1, 2, +, S, 5",No
393,Epic Gamer,30.09,D+,"S, 5, +, S, 6",No
