Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
394,ꟻiꙅHiᴎɘꙅꙅ,30.05,D+,"S, 1, 2, +, S, 8",No
395,FALN | JohnnyK,29.98,D,"S, 1, 2, +, S, 4, +, S, 5",No
396,imp,29.94,D,"S, 1, 2, +, S, 6",No
397,Kbertabifida | TTV,29.88,D,"S, 1, 2, +, S, 8",No
398,MoonFX,29.86,D,"S, 6",No
399,SERAFISK,29.72,D,"S, 6",No
400,Avsfan1,29.70,D,"S, 5, +, S, 6",No
401,FALN | Stats,29.70,D,"S, 8",No
402,VirtualActive,29.69,D,"S, 6",No
403,eR4Ticate13,29.58,D,"S, 1, 2, +, S, 8",No
404,Khaotic Yang,29.57,D,"S, 1, 2",No
405,CantGetAway,29.55,D,"S, 1, 1, +, S, 1, 2",No
406,cookiebagels,29.33,D,"S, 1, 2",No
407,Draigo,28.80,D,"S, 8",No
408,Chudbudwalker,28.76,D,"S, 1, 2, +, S, 8",No
409,OW2 Better Game,28.53,D,"S, 1, 2, +, S, 6",No
410,jo_morales7,28.51,D,"S, 1, 2, +, S, 8",No
411,@WB_Mr. Wu,28.51,D,"S, 1, 2",No
412,@z0mb_y0 | twitch tv,28.38,D,"S, 1, 2",No
413,shmovinonya,28.38,D,"S, 1, 2",No
414,#FreeMelee,28.34,D,"S, 6",No
415,Tylenol induced autism,28.32,D,"S, 1, 2, +, S, 8",No
416,mati,28.26,D,"S, 8",No
417,雨 OsamaSon,28.08,D,"S, 5",No
418,Nannox,27.98,D,"S, 1, 2",No
419,blujay._,27.95,D,"S, 1, 2, +, S, 6",No
420,Cough,27.94,D,"S, 5",No
421,Siimmplicity,27.92,D,"S, 1, 2",No
422,Eppie,27.90,D,"S, 8",No
423,Super Earth Citizen Slink,27.81,D,"S, 5",No
424,Bunk,27.81,D,"S, 5",No
425,boobert,27.72,D,"S, 8",No
426,yoosmik,27.68,D,"S, 1, 2",No
427,baiken plushie enthusiast,27.59,D,"S, 6",No
428,Pod of War,27.41,D,"S, 6",No
429,Xiums,27.36,D,"S, 8",No
430,MaschidezinTV,27.36,D,"S, 8",No
431,The Real Slim Shady,27.36,D,"S, 8",No
432,DosEquisMan,27.36,D,"S, 8",No
433,Twitch_MrNachoman,27.34,D,"S, 1, 2",No
434,BloomDion,27.27,D,"S, 5",No
435,Cleos,27.23,D,"S, 1, 2",No
436,toe_Og,27.22,D,"S, 6",No
437,Kolosusx,27.18,D,"S, 8",No
438,dais,27.14,D,"S, 5",No
439,African_shoot_Gun,27.11,D,"S, 1, 2, +, S, 8",No
440,@happyhour27,27.02,D,"S, 1, 2",No
441,Zendikar,26.91,D,"S, 1, 2",No
442,WaBBiT,26.65,D,"S, 1, 1, +, S, 1, 2",No
443,Bruja,26.62,D,"S, 1, 2, +, S, 8",No
444,Secrets™,26.62,D,"S, 1, 1, +, S, 1, 2",No
445,Targettt,26.57,D,"S, 1, 2",No
446,chris k,26.52,D,"S, 1, 1",No
447,CheezySlice,26.40,D,"S, 4, +, S, 6",No
448,Frogs,26.28,D,"S, 8",No
449,Epickiller17,25.80,D,"S, 1, 1",No
450,i eat rocks,25.70,D,"S, 6",No
451,Twitch Yoshema14,25.66,D,"S, 1, 2",No
452,FF_Frijoles,25.52,D,"S, 6",No
453,trapskiii,25.45,D,"S, 1, 2",No
454,C°,25.44,D,"S, 1, 2",No
455,Kiuv,25.37,D,"S, 1, 2",No
456,JuvoFPS,25.26,D,"S, 6",No
457,(broken wrist) FLiM,25.25,D,"S, 5",No
458,Axiom,24.86,D,"S, 1, 2",No
459,derpasurarex,24.68,D,"S, 1, 2, +, S, 4",No
460,imJhoKing,24.68,D,"S, 1, 2",No
461,虎Tiger,24.59,D,"S, 1, 2",No
462,lonewolf4114,24.51,D,"S, 1, 2, +, S, 8",No
463,Sangria,24.50,D,"S, 1, 2",No
464,Fry_el_Wason28,24.49,D,"S, 6",No
465,Dav1s,24.38,D,"S, 6",No
466,Drizzy,24.36,D,"S, 1, 1",No
467,DEKTA_TTV,24.35,D,"S, 1, 1, +, S, 1, 2",No
468,lI Koga Il,24.33,D,"S, 6",No
469,[Experimental AI Bot]29.319.17,24.30,D,"S, 8",No
470,チ @Pann9a,24.15,D,"S, 1, 2",No
471,kadengibbs,24.12,D,"S, 1, 2",No
472,Ghyst,24.12,D,"S, 1, 2",No
473,Toonzy,24.10,D,"S, 1, 2, +, S, 5",No
474,blight77,24.05,D,"S, 1, 2",No
475,DC TheHeuman,23.97,D,"S, 4, +, S, 5",No
476,Larry,23.96,D,"S, 4",No
477,VerdunkeIn,23.88,D,"S, 1, 2",No
478,stoopu doopu,23.88,D,"S, 1, 2",No
479,BakedPotato1213,23.83,D,"S, 1, 2",No
480,SGS Deetray,23.81,D,"S, 6",No
481,SGS - mnk,23.81,D,"S, 6",No
482,ClarkGriswold,23.73,D,"S, 1, 2, +, S, 6",No
483,SyruppWasTaken,23.66,D,"S, 1, 2",No
484,XI PuGz,23.18,D,"S, 1, 2",No
485,GASPITZBLESD,23.17,D,"S, 1, 2",No
486,TheHeuman,23.16,D,"S, 1, 1",No
487,Nemrtvy,23.10,D,"S, 6",No
488,OE | Planting_kitchen,23.06,D,"S, 6",No
489,OE itsMaello | TTV,23.06,D,"S, 6",No
490,TurtlFPS,23.04,D,"S, 8",No
491,OE_MrBr0jangless,23.04,D,"S, 8",No
492,Sam,23.01,D,"S, 4, +, S, 6",No
493,MediumSpeedTyper,22.97,D,"S, 1, 2",No
494,Shara-Ishvaldaa,22.93,D,"S, 1, 2",No
495,ItsDolonia,22.79,D,"S, 1, 2",No
496,Phoenix.L8NT,22.79,D,"S, 6",No
497,RH_JetWatt,22.74,D,"S, 1, 2",No
498,steph,22.61,D,"S, 1, 2",No
499,Exillade,22.50,D,"S, 8",No
500,Inoriboob,22.50,D,"S, 1, 2",No
501,car,22.50,D,"S, 1, 2",No
502,SarebearFive,22.44,D,"S, 1, 2, +, S, 6",No
503,uFoundKarl,22.31,D,"S, 4, +, S, 5",No
504,Nilak,22.27,D,"S, 1, 2, +, S, 8",No
505,Frijoles003,22.22,D,"S, 5",No
506,ChaosGoesLive,22.14,D,"S, 8",No
507,GST Ernst,21.89,D,"S, 5",No
508,DRIP_@Kentekk,21.82,D,"S, 1, 2",No
509,UnknownCrimz,21.79,D,"S, 4",No
510,CrohnieWeDeserve,21.71,D,"S, 6",No
511,@Nyx_Styx0,21.71,D,"S, 6",No
512,buddytrevs,21.71,D,"S, 4",No
513,FREUD,21.67,D,"S, 5",No
514,RG_CPTMurph24,21.60,D,"S, 8",No
515,malarzy,21.45,D,"S, 5",No
516,Phoenix,21.45,D,"S, 5",No
517,weird fishes,21.42,D,"S, 8",No
518,@Arise__FPS,21.36,D,"S, 1, 1",No
519,You Will Know The Glyph,21.36,D,"S, 6",No
520,The Glyphening,21.36,D,"S, 6",No
521,CompasThepigeon,21.34,D,"S, 1, 2, +, S, 5",No
522,Memento Mori,21.16,D,"S, 1, 2",No
523,depressedzoro,21.10,D,"S, 6",No
524,xSetrakusRa,21.06,D,"S, 1, 2",No
525,TempestVVS,21.06,D,"S, 4",No
526,Frijol3s03,21.03,D,"S, 1, 2",No
527,twitch.tv/find0utt,21.02,D,"S, 1, 2, +, S, 6",No
528,Ernstlul,20.98,D,"S, 6",No
529,Quinnigo Montoya,20.98,D,"S, 6",No
530,BlueGreek,20.97,D,"S, 1, 2",No
531,table,20.96,D,"S, 1, 2",No
532,ChauBTW,20.94,D,"S, 6",No
533,Tattooed_Gamer76,20.90,D,"S, 5",No
534,Tetrax,20.87,D,"S, 6",No
535,XZL Spetz,20.86,D,"S, 1, 2",No
536,Jethro,20.79,D,"S, 6",No
537,Heret1c,20.70,D,"S, 8",No
538,Beanboy,20.70,D,"S, 8",No
539,Hud,20.70,D,"S, 8",No
540,narwhal,20.70,D,"S, 8",No
541,F5_avoidSZN,20.66,D,"S, 5",No
542,I'm Your Huckleberry,20.57,D,"S, 5",No
543,TLN Dropt,20.57,D,"S, 5",No
544,AmericanMan,20.52,D,"S, 8",No
545,rrroselia,20.52,D,"S, 8",No
546,xeno!,20.40,D,"S, 1, 2",No
547,エース,20.35,D,"S, 5",No
548,Steefunn,20.35,D,"S, 5",No
549,ItzClockwork,20.22,D,"S, 1, 2",No
550,iitzNthan on twitch,20.19,D,"S, 1, 2",No
551,Pxrmafrxstt,20.16,D,"S, 1, 1",No
552,Cthigy,20.12,D,"S, 5",No
553,Turbo,20.12,D,"S, 5",No
554,Business Booch,20.02,D,"S, 5",No
555,Xzavier,19.98,D-,"S, 8",No
556,BklynzKilla90,19.98,D-,"S, 8",No
557,akuity,19.92,D-,"S, 1, 2, +, S, 4",No
558,Doormatt,19.91,D-,"S, 1, 2",No
559,ZorraAssassin,19.86,D-,"S, 1, 1, +, S, 1, 2",No
560,oFFMenu,19.80,D-,"S, 1, 2, +, S, 5",No
561,VE_dais,19.76,D-,"S, 4",No
562,Trueseph,19.71,D-,"S, 6",No
563,G4rHamza | Twitch,19.64,D-,"S, 1, 2",No
564,CTtheman,19.56,D-,"S, 6",No
565,Ok Grimm,19.53,D-,"S, 1, 2",No
566,please stop int'ing,19.47,D-,"S, 4",No
567,The Lord's Gamer,19.47,D-,"S, 4",No
568,EXL Unordinary ekiM,19.44,D-,"S, 8",No
569,MayBPh8L,19.42,D-,"S, 1, 2",No
570,BusinessChris22,19.40,D-,"S, 6",No
571,ChopSuey03,19.40,D-,"S, 6",No
572,TGUN_Jäger,19.34,D-,"S, 1, 2",No
573,Samus54,19.26,D-,"S, 8",No
574,nmedyln,19.10,D-,"S, 6",No
575,xZoltraakx,19.10,D-,"S, 6",No
576,@benjahhim,18.97,D-,"S, 1, 2",No
577,Zorro,18.96,D-,"S, 1, 1",No
578,Showtime,18.79,D-,"S, 6",No
579,IrishMcNasty,18.79,D-,"S, 6",No
580,Stinkerson,18.75,D-,"S, 1, 2",No
581,Reavor,18.72,D-,"S, 1, 2, +, S, 6",No
582,duneighbor,18.63,D-,"S, 6",No
583,kyuuWar | TTV,18.62,D-,"S, 1, 2",No
584,Gudge,18.48,D-,"S, 6",No
585,Neaztry,18.47,D-,"S, 1, 2",No
586,Meme,18.43,D-,"S, 1, 2",No
587,G-Fuel Sponsorship,18.31,D-,"S, 1, 2",No
588,SUKI,18.31,D-,"S, 4",No
589,yumisyzygy,18.17,D-,"S, 1, 2",No
590,Nars Lootbaar,18.17,D-,"S, 5",No
591,Arise_Shadow|Twitch,18.09,D-,"S, 5",No
592,ItzGingy_ Twitch,18.09,D-,"S, 5",No
593,Shxdyeclipse | Twitch,17.99,D-,"S, 1, 2",No
594,Aspect_Nuttyy,17.93,D-,"S, 6",No
595,options990,17.86,D-,"S, 1, 2",No
596,i devour debussy,17.79,D-,"S, 6",No
597,MrrrAndersonnn,17.72,D-,"S, 1, 2",No
598,BGE-DocD,17.72,D-,"S, 1, 2",No
599,Bozo Blast Master,17.71,D-,"S, 6",No
600,Sammie,17.64,D-,"S, 8",No
601,Prosperitv,17.64,D-,"S, 8",No
602,solarafps,17.56,D-,"S, 6",No
603,ARIF,17.54,D-,"S, 5",No
604,Slim_Thor on twitch,17.46,D-,"S, 8",No
605,Addaxッ,17.44,D-,"S, 1, 2",No
606,:)MrBr0janglessssTTV,17.39,D-,"S, 1, 2",No
607,KaiAintHereFPS,17.30,D-,"S, 1, 2",No
608,FSC | shape,17.28,D-,"S, 8",No
609,StingraySlapper,17.22,D-,"S, 1, 2",No
610,TU The Giggler,17.14,D-,"S, 1, 2",No
611,master splinter(deceased),17.11,D-,"S, 1, 2",No
612,ChristopherNacon,17.04,D-,"S, 1, 2",No
613,Hovas Fav Teammate,17.04,D-,"S, 1, 2",No
614,SlowLearnerV2,16.94,D-,"S, 6",No
615,TDhastetheday,16.94,D-,"S, 6",No
616,ametora,16.94,D-,"S, 6",No
617,AmaterasuTTVYT,16.94,D-,"S, 5",No
618,ZYNnie the pooh,16.94,D-,"S, 5",No
619,Thunder.,16.90,D-,"S, 1, 2",No
620,triplcross,16.84,D-,"S, 1, 2",No
621,l Belfour l20l,16.82,D-,"S, 1, 2, +, S, 5",No
622,TRENZHART,16.81,D-,"S, 1, 2",No
623,NMEDylan,16.80,D-,"S, 5",No
624,Fuzegravity,16.75,D-,"S, 1, 2",No
625,Mereoleona<3,16.74,D-,"S, 1, 2",No
626,algunAngel,16.70,D-,"S, 1, 2",No
627,TexasTrash9,16.66,D-,"S, 1, 2, +, S, 5",No
628,Aluminum Grill,16.62,D-,"S, 1, 2",No
629,EXL_KNGKUMO,16.56,D-,"S, 1, 1",No
630,EXL_LEEROYY,16.56,D-,"S, 1, 1",No
631,MANGO_LOTUS,16.50,D-,"S, 5",No
632,DRGN,16.48,D-,"S, 6",No
633,HWM Muffin,16.48,D-,"S, 6",No
634,Tims,16.48,D-,"S, 6",No
635,YouForRealDiggin,16.45,D-,"S, 1, 2",No
636,zorkmead,16.20,D-,"S, 5",No
637,Naisuyangj,16.17,D-,"S, 5",No
638,nH Proxy,16.17,D-,"S, 5",No
639,Void-Yogurts,15.90,D-,"S, 1, 1, +, S, 1, 2",No
640,Pure Chaos,15.86,D-,"S, 6",No
641,GG Foster,15.84,D-,"S, 5",No
642,GG xcwelk,15.84,D-,"S, 5",No
643,Pulsar,15.83,D-,"S, 1, 2",No
644,Cono,15.79,D-,"S, 1, 2, +, S, 4",No
645,stefq_,15.67,D-,"S, 1, 2",No
646,itsbond,15.66,D-,"S, 5",No
647,rucka,15.66,D-,"S, 5",No
648,JThig32,15.66,D-,"S, 5",No
649,Majeta23,15.64,D-,"S, 1, 1, +, S, 4",No
650,EvilHowell,15.60,D-,"S, 1, 2",No
651,avoid,15.60,D-,"S, 1, 1",No
652,Miriahkay19,15.57,D-,"S, 1, 2, +, S, 4",No
653,c!,15.57,D-,"S, 1, 2",No
654,point,15.53,D-,"S, 5",No
655,Shoya,15.47,D-,"S, 1, 2",No
656,CubanoBread,15.44,D-,"S, 1, 2",No
657,TLN Jer,15.44,D-,"S, 4",No
658,iCoswi,15.44,D-,"S, 4",No
659,FireKnight,15.40,D-,"S, 5",No
660,HP Slink,15.39,D-,"S, 4",No
661,siyoshiwakona,15.36,D-,"S, 1, 2",No
662,coopfromdastoop,15.16,D-,"S, 1, 2",No
663,vvsHyp,15.14,D-,"S, 6",No
664,JFairo,15.14,D-,"S, 1, 2",No
665,21.5 Savage,15.09,D-,"S, 4, +, S, 6",No
666,IAmTonyAMA,15.09,D-,"S, 6",No
667,"Rat King, King of Rats",15.08,D-,"S, 1, 2",No
668,Oppenheimer(Arise_Shadow Tv),15.07,D-,"S, 4",No
669,oneFlim,14.99,D-,"S, 4",No
670,Puppygirl_UwU,14.97,D-,"S, 1, 2",No
671,Truth_DJG,14.96,D-,"S, 5",No
672,MACnCHEES3,14.96,D-,"S, 5",No
673,Rupert Everton,14.96,D-,"S, 5",No
674,<> Booch <>,14.94,D-,"S, 6",No
675,Woelkie,14.92,D-,"S, 1, 2",No
676,eduardosanchez11,14.91,D-,"S, 5",No
677,@BlindBeastly,14.91,D-,"S, 1, 2",No
678,Raykyodon,14.85,D-,"S, 6",No
679,buug,14.80,D-,"S, 1, 2",No
680,bookworm669,14.77,D-,"S, 1, 2",No
681,Dookie,14.74,D-,"S, 4",No
682,FrankieSoluna,14.70,D-,"S, 6",No
683,Huntingfool,14.68,D-,"S, 1, 2",No
684,Xehnu,14.66,D-,"S, 4",No
685,snatched lime9,14.52,D-,"S, 1, 1",No
686,Monty,14.45,D-,"S, 1, 2",No
687,ALL SWEAT NO SKILL,14.41,D-,"S, 6",No
688,Kozmohs1,14.40,D-,"S, 1, 1",No
689,cE zork,14.34,D-,"S, 4",No
690,sawabawa_ttv,14.31,D-,"S, 1, 2",No
691,Medic x HUNTR/X,14.28,D-,"S, 1, 1",No
692,Shadow_Solos,14.26,D-,"S, 4",No
693,Gachu,14.25,D-,"S, 1, 2",No
694,XEL.Bpsword.Twitch,14.25,D-,"S, 1, 2",No
695,FRC_SIRWILLIAM,14.24,D-,"S, 4",No
696,FRC mr_hands_20,14.24,D-,"S, 4",No
697,AI Conger,14.21,D-,"S, 1, 2",No
698,YinSlayys,14.17,D-,"S, 1, 2",No
699,mpaxra,14.11,D-,"S, 6",No
700,okthen,14.11,D-,"S, 6",No
701,AP985,14.11,D-,"S, 6",No
702,BOYOS,14.11,D-,"S, 6",No
703,cE ismael,14.09,D-,"S, 4",No
704,cE avoidAPEX,14.09,D-,"S, 4",No
705,Skyy_NSU,14.07,D-,"S, 1, 2",No
706,Xiph,13.89,D-,"S, 1, 2",No
707,xerpentss,13.81,D-,"S, 1, 2",No
708,DrMrProfCoach,13.77,D-,"S, 1, 2",No
709,hxted,13.73,D-,"S, 1, 2",No
710,Zeta,13.73,D-,"S, 4",No
711,ItzHimmy,13.73,D-,"S, 4",No
712,JRobx,13.70,D-,"S, 1, 2",No
713,Heishi,13.68,D-,"S, 1, 2",No
714,tdw_memelord,13.64,D-,"S, 5",No
715,ebokfps,13.63,D-,"S, 1, 2",No
716,§eren,13.62,D-,"S, 1, 2",No
717,the new CJ,13.60,D-,"S, 1, 2",No
718,strats,13.60,D-,"S, 4",No
719,MrJ620,13.49,D-,"S, 1, 2",No
720,xxDaji,13.46,D-,"S, 1, 2",No
721,littlehj,13.43,D-,"S, 1, 2",No
722,zG_Stifle,13.42,D-,"S, 5",No
723,rBronxasaur,13.38,D-,"S, 1, 2",No
724,EMB Loko,13.38,D-,"S, 1, 2",No
725,Chillzz-v4,13.37,D-,"S, 1, 2",No
726,horizon bhops,13.37,D-,"S, 1, 2",No
727,ICRS JustTreaOnTwitch,13.28,D-,"S, 1, 2",No
728,CJtoSmooth,13.26,D-,"S, 1, 2",No
729,Nedlock ネドロック,13.24,D-,"S, 1, 2",No
730,Treazy,13.23,D-,"S, 5",No
731,@SonnyD_,13.10,D-,"S, 1, 2",No
732,LilMissGallop,13.10,D-,"S, 1, 2",No
733,THR33,13.10,D-,"S, 5",No
734,hems31,13.09,D-,"S, 6",No
735,Mqples pet fish,13.00,D-,"S, 1, 2",No
736,No Audio = Passion,12.87,D-,"S, 5",No
737,c8linrose,12.87,D-,"S, 4",No
738,Slacker,12.87,D-,"S, 4",No
739,RiverDragonz,12.82,D-,"S, 1, 2",No
740,Treebear4P,12.78,D-,"S, 6",No
741,I JoJoo I,12.74,D-,"S, 1, 2",No
742,hcmeeks,12.71,D-,"S, 1, 2",No
743,Mango Taco,12.54,D-,"S, 5",No
744,c4 eeyore,12.47,D-,"S, 6",No
745,Jeremiah Jones the midget,12.47,D-,"S, 4",No
746,LEAD,12.47,D-,"S, 1, 2",No
747,destructed687,12.43,D-,"S, 5",No
748,EST 0pticalFPS | Twitch,12.39,D-,"S, 4",No
749,twitch.tv/ruiin999,12.36,D-,"S, 1, 1",No
750,Dav1sgg,12.29,D-,"S, 4, +, S, 5",No
751,:)happiaka,12.28,D-,"S, 1, 2",No
752,SpaceGhostXero,12.28,D-,"S, 1, 2",No
753,FoxTrot,12.21,D-,"S, 1, 2",No
754,CorporalChap,12.21,D-,"S, 4",No
755,hxted's unk,12.19,D-,"S, 1, 2",No
756,B-Cup connoisseur,12.16,D-,"S, 1, 2",No
757,splitbomb33,12.16,D-,"S, 1, 2",No
758,Cxnflictful,12.10,D-,"S, 5",No
759,Foster,12.07,D-,"S, 4",No
760,Dalla,12.06,D-,"S, 1, 2",No
761,claud_soigne,12.01,D-,"S, 6",No
762,LockeLee,11.99,D-,"S, 5",No
763,@NotBrooklynn,11.92,D-,"S, 1, 2",No
764,Interstellar Duck,11.78,D-,"S, 1, 2",No
765,Not Slim Thor,11.72,D-,"S, 1, 2",No
766,Jestahzz,11.72,D-,"S, 1, 2",No
767,Harmo,11.71,D-,"S, 1, 2",No
768,Matxaza,11.66,D-,"S, 5",No
769,groupty,11.64,D-,"S, 1, 1",No
770,zewski,11.63,D-,"S, 1, 2",No
771,BinagoTheBeast,11.55,D-,"S, 5",No
772,Hexylis,11.55,D-,"S, 5",No
773,graingerous,11.29,D-,"S, 1, 2",No
774,No Brain,11.28,D-,"S, 1, 1",No
775,InYourGrill7,11.28,D-,"S, 4",No
776,Burzy -,11.24,D-,"S, 5",No
777,Croh,11.24,D-,"S, 5",No
778,ILetBaddiesBeatMe13,11.23,D-,"S, 1, 2",No
779,Brandon,11.19,D-,"S, 1, 2",No
780,DefyReaper,11.09,D-,"S, 4",No
781,ramshackle786,11.05,D-,"S, 1, 2",No
782,slap,11.05,D-,"S, 1, 2",No
783,Pink,11.02,D-,"S, 4",No
784,Big Daddy Busch,11.00,D-,"S, 1, 2",No
785,NSU Punk,10.99,D-,"S, 1, 2",No
786,SummerLaneGG,10.92,D-,"S, 1, 2",No
787,GH0$T,10.88,D-,"S, 1, 2",No
788,FAT Edgar,10.84,D-,"S, 4",No
789,HegelsGhost,10.84,D-,"S, 4",No
790,Brewmeister,10.65,D-,"S, 4",No
791,DunnoU,10.62,D-,"S, 1, 1, +, S, 8",No
792,Jubella_D,10.61,D-,"S, 5",No
793,ヒョン,10.56,D-,"S, 5",No
794,Hieroglyphic,10.53,D-,"S, 4",No
795,GS6abad95,10.51,D-,"S, 1, 2",No
796,chlls,10.42,D-,"S, 1, 2",No
797,strats_1,10.36,D-,"S, 4",No
798,Master Oogway,10.24,D-,"S, 1, 2",No
799,yvngvvs23,10.23,D-,"S, 1, 2",No
800,Coffin (training arc),10.21,D-,"S, 4",No
801,LVS_Falcon,10.20,D-,"S, 1, 1",No
802,Hootels,10.15,D-,"S, 1, 2",No
803,Roller Abuser,9.86,D-,"S, 1, 2",No
804,Cheez,9.86,D-,"S, 6",No
805,Biomains,9.80,D-,"S, 1, 2",No
806,CrashOutQueen,9.80,D-,"S, 1, 2",No
807,Bill Hamid,9.80,D-,"S, 4, +, S, 5",No
808,o7 o7 o7,9.72,D-,"S, 1, 1",No
809,CainTFM,9.70,D-,"S, 4",No
810,K_wal8,9.60,D-,"S, 1, 2",No
811,tommyfrontofyb,9.58,D-,"S, 1, 2",No
812,KoolAidMan0744,9.58,D-,"S, 4",No
813,Sneaky,9.53,D-,"S, 1, 2",No
814,Arc_PC,9.48,D-,"S, 1, 1",No
815,NSU_RayJi,9.45,D-,"S, 1, 2",No
816,Ketchup Boy,9.43,D-,"S, 1, 2",No
817,@rGhxsty,9.39,D-,"S, 1, 2",No
818,slump,9.39,D-,"S, 1, 2",No
819,Heuman au TELEMANUS,9.37,D-,"S, 1, 2",No
820,ghost,9.34,D-,"S, 1, 2",No
821,FAT Isaac,9.32,D-,"S, 4",No
822,@ICEDOUTLIFEALERT,9.28,D-,"S, 1, 2",No
823,JustTam1r-TTV,9.27,D-,"S, 1, 2",No
824,Young__JL,9.20,D-,"S, 4",No
825,cwelkFORCE,9.13,D-,"S, 4",No
826,OpNate,9.09,D-,"S, 6",No
827,Lime Grass 0,9.07,D-,"S, 1, 2",No
828,AlwaysRight6770,8.88,D-,"S, 4",No
829,funsizednenax3,8.79,D-,"S, 1, 2",No
830,TNX Xireq,8.75,D-,"S, 1, 2",No
831,Lurchie,8.69,D-,"S, 1, 2",No
832,Monke,8.69,D-,"S, 1, 2",No
833,Kenji,8.62,D-,"S, 1, 2",No
834,Nythros,8.62,D-,"S, 1, 2",No
835,TGUN_Trivial,8.56,D-,"S, 1, 2",No
836,phuzzapa,8.23,D-,"S, 1, 2",No
837,Trizzurrp,8.10,D-,"S, 4",No
838,Papa Molly,8.01,D-,"S, 6",No
839,TheLittlefoot93,7.87,D-,"S, 1, 2",No
840,sfs spoken,7.83,D-,"S, 1, 2",No
841,isTauu,7.76,D-,"S, 1, 2",No
842,SAF Newbmaster69,7.51,D-,"S, 1, 2",No
843,SU_Hero_,7.44,D-,"S, 1, 2",No
844,RHE_Big-Nate54,7.38,D-,"S, 1, 2",No
845,@MissMontyy,7.37,D-,"S, 4",No
846,KIzaiya,7.37,D-,"S, 4",No
847,andra ∞,7.30,D-,"S, 1, 2",No
848,TTV_Kriq,7.25,D-,"S, 4",No
849,MannyFnG,7.22,D-,"S, 1, 2",No
850,YGPhiend,7.22,D-,"S, 1, 2",No
851,Too Symphony,7.19,D-,"S, 4",No
852,iElectrolyte,7.19,D-,"S, 4",No
853,NeiShan,7.13,D-,"S, 4",No
854,Josizino,7.03,D-,"S, 1, 2",No
855,T1LLY_T1ME,7.00,D-,"S, 4",No
856,KyberTitan,7.00,D-,"S, 4",No
857,EXL_FLYXSS,6.96,D-,"S, 1, 1",No
858,Raskkal,6.96,D-,"S, 1, 2",No
859,CS Siimon,6.80,D-,"S, 4",No
860,RageKage,6.76,D-,"S, 1, 2",No
861,ArticWolf,6.76,D-,"S, 1, 2",No
862,SMZ ZAIKKO,6.72,D-,"S, 1, 2",No
863,Kellz10123,6.72,D-,"S, 1, 2",No
864,Evoke,6.72,D-,"S, 1, 1",No
865,F3AR TRA1N,6.66,D-,"S, 1, 2",No
866,Frijoles,6.64,D-,"S, 4",No
867,@Jaeger_Dyn,6.50,D-,"S, 1, 2",No
868,m3a0w,6.48,D-,"S, 1, 1",No
869,GTheBirdKing,6.37,D-,"S, 1, 2",No
870,MamboNo7,6.34,D-,"S, 4",No
871,jc8nd,6.34,D-,"S, 4",No
872,PLUMBER_WaBBiT,6.32,D-,"S, 4",No
873,miss teaboo,6.30,D-,"S, 4",No
874,Mango_Rat,6.30,D-,"S, 4",No
875,PastrDisastr348,6.23,D-,"S, 1, 2",No
876,tzunomi | TTV,6.04,D-,"S, 1, 2",No
877,@WreckerActual,6.04,D-,"S, 1, 2",No
878,rukaaiscool556,6.00,D-,"S, 1, 1",No
879,IDKTThomas,6.00,D-,"S, 1, 2",No
880,Elyruis,6.00,D-,"S, 1, 2",No
881,Sexton Shuffle,5.96,D-,"S, 1, 2",No
882,MHM_MrBr0janglessTTV,5.94,D-,"S, 8",No
883,CHOPPER,5.91,D-,"S, 4",No
884,iTzZaytoven,5.91,D-,"S, 4",No
885,tso,5.88,D-,"S, 1, 1",No
886,@Tdobzz,5.81,D-,"S, 1, 2",No
887,luke3o4,5.80,D-,"S, 1, 2",No
888,cum1nme,5.80,D-,"S, 4",No
889,GreasyMessiah,5.80,D-,"S, 4",No
890,rat musubi,5.79,D-,"S, 1, 2",No
891,ac__ca\vt.hctiwt,5.76,D-,"S, 1, 1",No
892,SwiftieC,5.64,D-,"S, 1, 2",No
893,ctrl,5.64,D-,"S, 1, 1",No
894,golf,5.54,D-,"S, 4",No
895,md-,5.51,D-,"S, 4",No
896,BABYJOKWR,5.49,D-,"S, 1, 2",No
897,anakeiko,5.48,D-,"S, 4",No
898,I3unnieee,5.48,D-,"S, 4",No
899,JustVibing4829,5.40,D-,"S, 1, 1",No
900,MDeVivo,5.39,D-,"S, 1, 2",No
901,xFatalxxShotx,5.29,D-,"S, 4",No
902,Jubella,5.25,D-,"S, 1, 2",No
903,CG honeybee aries,5.22,D-,"S, 8",No
904,Whiffy,5.12,D-,"S, 1, 2",No
905,StrawberryPhox,4.87,D-,"S, 1, 2",No
906,LovePhenomenon,4.87,D-,"S, 1, 2",No
907,l0tusStar,4.86,D-,"S, 8",No
908,WALLSHIFT,4.86,D-,"S, 8",No
909,TU Zycen,4.70,D-,"S, 1, 2",No
910,NoPeelNeko,4.65,D-,"S, 1, 2",No
911,Girth,4.61,D-,"S, 1, 2",No
912,B_Trasher,4.59,D-,"S, 1, 2",No
913,Freakylicous,4.59,D-,"S, 1, 2",No
914,OE_remydees,4.57,D-,"S, 1, 2",No
915,TORA Dropt,4.46,D-,"S, 4",No
916,TyreHeat,4.45,D-,"S, 1, 2",No
917,Dies Irae,4.45,D-,"S, 1, 2",No
918,no ttv pushn40,4.42,D-,"S, 1, 2",No
