Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
386,CantGetAway,28.15,D,"S, 1, 1, +, S, 1, 2",No
387,@C0ozer,28.14,D,"S, 6",No
388,Twitch Yoshema14,28.10,D,"S, 1, 2",Yes
389,Dycoral,28.04,D,"S, 1, 2",No
390,ayla,28.02,D,"S, 1, 2, +, S, 6",No
391,TTV_BubbleJA,28.00,D,"S, 1, 2",No
392,swagrbatteleduty,28.00,D,"S, 1, 2",No
393,Eppie,27.90,D,"S, 8",No
394,Deadlysoos,27.88,D,"S, 1, 2",No
395,WhySoSweatyy,27.85,D,"S, 1, 2",No
396,boobert,27.72,D,"S, 8",No
397,GH Arise :3,27.58,D,"S, 6",No
398,Feldgrau,27.42,D,"S, 4, +, S, 6",No
399,Chudbudwalker,27.39,D,"S, 1, 2, +, S, 8",No
400,Xiums,27.36,D,"S, 8",No
401,MaschidezinTV,27.36,D,"S, 8",No
402,The Real Slim Shady,27.36,D,"S, 8",No
403,DosEquisMan,27.36,D,"S, 8",No
404,FALN | JohnnyK,27.26,D,"S, 1, 2, +, S, 4, +, S, 5",No
405,imp,27.22,D,"S, 1, 2, +, S, 6",No
406,Kolosusx,27.18,D,"S, 8",No
407,OW2 Better Game,27.17,D,"S, 1, 2, +, S, 6",No
408,Kbertabifida | TTV,27.16,D,"S, 1, 2, +, S, 8",No
409,jo_morales7,27.15,D,"S, 1, 2, +, S, 8",No
410,@z0mb_y0 | twitch tv,27.03,D,"S, 1, 2",No
411,SERAFISK,27.02,D,"S, 6",No
412,Avsfan1,27.00,D,"S, 5, +, S, 6",No
413,Tylenol induced autism,26.97,D,"S, 1, 2, +, S, 8",No
414,Khaotic Yang,26.88,D,"S, 1, 2",No
415,cookiebagels,26.67,D,"S, 1, 2",No
416,chris k,26.52,D,"S, 1, 1",No
417,GingerMacabre TTV |LIVE|,26.30,D,"S, 5",No
418,Frogs,26.28,D,"S, 8",No
419,African_shoot_Gun,25.82,D,"S, 1, 2, +, S, 8",No
420,Epickiller17,25.80,D,"S, 1, 1",No
421,#FreeMelee,25.76,D,"S, 6",No
422,Swagmillion,25.76,D,"S, 1, 2",Yes
423,Zendikar,25.63,D,"S, 1, 2",No
424,cooper,25.62,D,"S, 6",No
425,MelonGoddess,25.61,D,"S, 1, 2",No
426,blujay._,25.40,D,"S, 1, 2, +, S, 6",No
427,Cough,25.40,D,"S, 5",No
428,Kiuv,25.37,D,"S, 1, 2",Yes
429,Bruja,25.35,D,"S, 1, 2, +, S, 8",No
430,Nut Inspector,25.34,D,"S, 6",No
431,雨 Cher (VLone),25.34,D,"S, 6",No
432,チ @Pann9a,25.24,D,"S, 1, 2",Yes
433,R3al_NEVANttv,24.64,D,"S, 6",No
434,Drizzy,24.36,D,"S, 1, 1",No
435,[Experimental AI Bot]29.319.17,24.30,D,"S, 8",No
436,@WB_Mr. Wu,24.29,D,"S, 1, 2",Yes
437,trapskiii,24.24,D,"S, 1, 2",No
438,C°,24.23,D,"S, 1, 2",No
439,Secrets™,24.20,D,"S, 1, 1, +, S, 1, 2",No
440,Jakezy,24.14,D,"S, 4, +, S, 6",No
441,blight77,24.05,D,"S, 1, 2",Yes
442,MediumSpeedTyper,24.01,D,"S, 1, 2",Yes
443,CheezySlice,24.00,D,"S, 4, +, S, 6",No
444,Twitch_MrNachoman,23.77,D,"S, 1, 2",No
445,Axiom,23.68,D,"S, 1, 2",No
446,steph,23.63,D,"S, 1, 2",Yes
447,car,23.52,D,"S, 1, 2",Yes
448,lonewolf4114,23.35,D,"S, 1, 2, +, S, 8",No
449,Sangria,23.33,D,"S, 1, 2",No
450,NCG Foster,23.24,D,"S, 6",No
451,GASPITZBLESD,23.17,D,"S, 1, 2",Yes
452,TheHeuman,23.16,D,"S, 1, 1",No
453,TurtlFPS,23.04,D,"S, 8",No
454,OE_MrBr0jangless,23.04,D,"S, 8",No
455,JuvoFPS,22.96,D,"S, 6",No
456,Toonzy,22.96,D,"S, 1, 2, +, S, 5",No
457,Double0negative,22.81,D,"S, 1, 2",No
458,BakedPotato1213,22.69,D,"S, 1, 2",No
459,SyruppWasTaken,22.54,D,"S, 1, 2",No
460,Exillade,22.50,D,"S, 8",No
461,Inoriboob,22.50,D,"S, 1, 2",Yes
462,derpasurarex,22.43,D,"S, 1, 2, +, S, 4",No
463,虎Tiger,22.35,D,"S, 1, 2",No
464,Fry_el_Wason28,22.26,D,"S, 6",No
465,ChaosGoesLive,22.14,D,"S, 8",No
466,lI Koga Il,22.12,D,"S, 6",No
467,MoonFX,22.12,D,"S, 6",No
468,XI PuGz,22.07,D,"S, 1, 2",No
469,table,21.91,D,"S, 1, 2",Yes
470,Larry,21.78,D,"S, 4",No
471,VerdunkeIn,21.71,D,"S, 1, 2",No
472,RG_CPTMurph24,21.60,D,"S, 8",No
473,ClarkGriswold,21.58,D,"S, 1, 2, +, S, 6",No
474,weird fishes,21.42,D,"S, 8",No
475,@Arise__FPS,21.36,D,"S, 1, 1",No
476,imJhoKing,21.02,D,"S, 1, 2",Yes
477,Nemrtvy,21.00,D,"S, 6",No
478,kadengibbs,20.97,D,"S, 1, 2",No
479,Sam,20.92,D,"S, 4, +, S, 6",No
480,Shara-Ishvaldaa,20.84,D,"S, 1, 2",No
481,DC TheHeuman,20.84,D,"S, 4, +, S, 5",No
482,akuity,20.82,D,"S, 1, 2, +, S, 4",Yes
483,雨 OsamaSon,20.80,D,"S, 5",No
484,stoopu doopu,20.76,D,"S, 1, 2",No
485,DEKTA_TTV,20.74,D,"S, 1, 1, +, S, 1, 2",Yes
486,Nannox,20.73,D,"S, 1, 2",No
487,ItsDolonia,20.72,D,"S, 1, 2",No
488,Phoenix.L8NT,20.72,D,"S, 6",No
489,Heret1c,20.70,D,"S, 8",No
490,Beanboy,20.70,D,"S, 8",No
491,Hud,20.70,D,"S, 8",No
492,narwhal,20.70,D,"S, 8",No
493,RH_JetWatt,20.68,D,"S, 1, 2",No
494,Super Earth Citizen Slink,20.60,D,"S, 5",No
495,Bunk,20.60,D,"S, 5",No
496,Ghyst,20.54,D,"S, 1, 2",Yes
497,AmericanMan,20.52,D,"S, 8",No
498,rrroselia,20.52,D,"S, 8",No
499,baiken plushie enthusiast,20.44,D,"S, 6",No
500,SarebearFive,20.40,D,"S, 1, 2, +, S, 6",No
501,xeno!,20.40,D,"S, 1, 2",Yes
502,Pod of War,20.30,D,"S, 6",No
503,uFoundKarl,20.28,D,"S, 4, +, S, 5",No
504,Nilak,20.24,D,"S, 1, 2, +, S, 8",No
505,Frijoles003,20.20,D,"S, 5",No
506,BloomDion,20.20,D,"S, 5",No
507,iitzNthan on twitch,20.19,D,"S, 1, 2",Yes
508,toe_Og,20.16,D,"S, 6",No
509,Pxrmafrxstt,20.16,D,"S, 1, 1",No
510,Memento Mori,20.15,D,"S, 1, 2",No
511,dais,20.10,D,"S, 5",No
512,G-Fuel Sponsorship,20.05,D,"S, 1, 2",Yes
513,Frijol3s03,20.03,D,"S, 1, 2",No
514,Xzavier,19.98,D-,"S, 8",No
515,BklynzKilla90,19.98,D-,"S, 8",No
516,BlueGreek,19.97,D-,"S, 1, 2",No
517,Tattooed_Gamer76,19.90,D-,"S, 5",No
518,GST Ernst,19.90,D-,"S, 5",No
519,Tetrax,19.88,D-,"S, 6",No
520,ZorraAssassin,19.86,D-,"S, 1, 1, +, S, 1, 2",Yes
521,@benjahhim,19.84,D-,"S, 1, 2",Yes
522,DRIP_@Kentekk,19.83,D-,"S, 1, 2",No
523,CrohnieWeDeserve,19.74,D-,"S, 6",No
524,@Nyx_Styx0,19.74,D-,"S, 6",No
525,WaBBiT,19.74,D-,"S, 1, 1, +, S, 1, 2",No
526,FREUD,19.70,D-,"S, 5",No
527,Targettt,19.68,D-,"S, 1, 2",No
528,malarzy,19.50,D-,"S, 5",No
529,Phoenix,19.50,D-,"S, 5",No
530,EXL Unordinary ekiM,19.44,D-,"S, 8",No
531,Samus54,19.26,D-,"S, 8",No
532,ItzClockwork,19.26,D-,"S, 1, 2",No
533,depressedzoro,19.18,D-,"S, 6",No
534,xSetrakusRa,19.15,D-,"S, 1, 2",No
535,twitch.tv/find0utt,19.11,D-,"S, 1, 2, +, S, 6",No
536,ChauBTW,19.04,D-,"S, 6",No
537,i eat rocks,19.04,D-,"S, 6",No
538,Zorro,18.96,D-,"S, 1, 1",No
539,Jethro,18.90,D-,"S, 6",No
540,FF_Frijoles,18.90,D-,"S, 6",No
541,Shxdyeclipse | Twitch,18.80,D-,"S, 1, 2",Yes
542,G4rHamza | Twitch,18.71,D-,"S, 1, 2",No
543,I'm Your Huckleberry,18.70,D-,"S, 5",No
544,TLN Dropt,18.70,D-,"S, 5",No
545,(broken wrist) FLiM,18.70,D-,"S, 5",No
546,CompasThepigeon,18.56,D-,"S, 1, 2, +, S, 5",No
547,please stop int'ing,18.54,D-,"S, 4",No
548,The Lord's Gamer,18.54,D-,"S, 4",No
549,エース,18.50,D-,"S, 5",No
550,Steefunn,18.50,D-,"S, 5",No
551,MayBPh8L,18.49,D-,"S, 1, 2",No
552,BusinessChris22,18.48,D-,"S, 6",No
553,ChopSuey03,18.48,D-,"S, 6",No
554,triplcross,18.44,D-,"S, 1, 2",Yes
555,Business Booch,18.20,D-,"S, 5",No
556,Doormatt,18.10,D-,"S, 1, 2",No
557,Dav1s,18.06,D-,"S, 6",No
558,oFFMenu,18.00,D-,"S, 1, 2, +, S, 5",No
559,TU The Giggler,17.92,D-,"S, 1, 2",Yes
560,Trueseph,17.92,D-,"S, 6",No
561,CTtheman,17.78,D-,"S, 6",No
562,XZL Spetz,17.77,D-,"S, 1, 2",Yes
563,Ok Grimm,17.75,D-,"S, 1, 2",No
564,kyuuWar | TTV,17.73,D-,"S, 1, 2",No
565,Thunder.,17.67,D-,"S, 1, 2",Yes
566,SGS Deetray,17.64,D-,"S, 6",No
567,SGS - mnk,17.64,D-,"S, 6",No
568,Sammie,17.64,D-,"S, 8",No
569,Prosperitv,17.64,D-,"S, 8",No
570,TGUN_Jäger,17.58,D-,"S, 1, 2",No
571,Slim_Thor on twitch,17.46,D-,"S, 8",No
572,nmedyln,17.36,D-,"S, 6",No
573,xZoltraakx,17.36,D-,"S, 6",No
574,yumisyzygy,17.31,D-,"S, 1, 2",No
575,Nars Lootbaar,17.30,D-,"S, 5",No
576,FSC | shape,17.28,D-,"S, 8",No
577,Aspect_Nuttyy,17.08,D-,"S, 6",No
578,Showtime,17.08,D-,"S, 6",No
579,IrishMcNasty,17.08,D-,"S, 6",No
580,OE | Planting_kitchen,17.08,D-,"S, 6",No
581,OE itsMaello | TTV,17.08,D-,"S, 6",No
582,Stinkerson,17.05,D-,"S, 1, 2",No
583,Reavor,17.02,D-,"S, 1, 2, +, S, 6",No
584,i devour debussy,16.94,D-,"S, 6",No
585,duneighbor,16.94,D-,"S, 6",No
586,Gudge,16.80,D-,"S, 6",No
587,Meme,16.75,D-,"S, 1, 2",No
588,ARIF,16.70,D-,"S, 5",No
589,EXL_KNGKUMO,16.56,D-,"S, 1, 1",No
590,EXL_LEEROYY,16.56,D-,"S, 1, 1",No
591,KaiAintHereFPS,16.47,D-,"S, 1, 2",No
592,stefq_,16.38,D-,"S, 1, 2",Yes
593,master splinter(deceased),16.30,D-,"S, 1, 2",No
594,options990,16.24,D-,"S, 1, 2",No
595,Hovas Fav Teammate,16.23,D-,"S, 1, 2",No
596,UnknownCrimz,16.14,D-,"S, 4",No
597,MrrrAndersonnn,16.11,D-,"S, 1, 2",No
598,BGE-DocD,16.11,D-,"S, 1, 2",No
599,Bozo Blast Master,16.10,D-,"S, 6",No
600,buddytrevs,16.08,D-,"S, 4",No
601,Neaztry,16.06,D-,"S, 1, 2",No
602,l Belfour l20l,16.02,D-,"S, 1, 2, +, S, 5",No
603,TRENZHART,16.01,D-,"S, 1, 2",No
604,NMEDylan,16.00,D-,"S, 5",No
605,solarafps,15.96,D-,"S, 6",No
606,Fuzegravity,15.95,D-,"S, 1, 2",No
607,algunAngel,15.91,D-,"S, 1, 2",No
608,TexasTrash9,15.87,D-,"S, 1, 2, +, S, 5",No
609,Addaxッ,15.85,D-,"S, 1, 2",No
610,JFairo,15.83,D-,"S, 1, 2",Yes
611,You Will Know The Glyph,15.82,D-,"S, 6",No
612,The Glyphening,15.82,D-,"S, 6",No
613,:)MrBr0janglessssTTV,15.81,D-,"S, 1, 2",No
614,StingraySlapper,15.66,D-,"S, 1, 2",No
615,TempestVVS,15.60,D-,"S, 4",No
616,avoid,15.60,D-,"S, 1, 1",No
617,c!,15.57,D-,"S, 1, 2",Yes
618,Ernstlul,15.54,D-,"S, 6",No
619,Quinnigo Montoya,15.54,D-,"S, 6",No
620,ChristopherNacon,15.49,D-,"S, 1, 2",No
621,SlowLearnerV2,15.40,D-,"S, 6",No
622,TDhastetheday,15.40,D-,"S, 6",No
623,ametora,15.40,D-,"S, 6",No
624,AmaterasuTTVYT,15.40,D-,"S, 5",No
625,ZYNnie the pooh,15.40,D-,"S, 5",No
626,F5_avoidSZN,15.30,D-,"S, 5",No
627,Mereoleona<3,15.22,D-,"S, 1, 2",No
628,Aluminum Grill,15.11,D-,"S, 1, 2",No
629,Pulsar,15.07,D-,"S, 1, 2",No
630,Cono,15.04,D-,"S, 1, 2, +, S, 4",No
631,MANGO_LOTUS,15.00,D-,"S, 5",No
632,DRGN,14.98,D-,"S, 6",No
633,HWM Muffin,14.98,D-,"S, 6",No
634,Tims,14.98,D-,"S, 6",No
635,YouForRealDiggin,14.95,D-,"S, 1, 2",No
636,ebokfps,14.93,D-,"S, 1, 2",Yes
637,Cthigy,14.90,D-,"S, 5",No
638,Turbo,14.90,D-,"S, 5",No
639,Naisuyangj,14.70,D-,"S, 5",No
640,nH Proxy,14.70,D-,"S, 5",No
641,TLN Jer,14.70,D-,"S, 4",No
642,iCoswi,14.70,D-,"S, 4",No
643,VE_dais,14.64,D-,"S, 4",No
644,siyoshiwakona,14.63,D-,"S, 1, 2",No
645,snatched lime9,14.52,D-,"S, 1, 1",No
646,Void-Yogurts,14.45,D-,"S, 1, 1, +, S, 1, 2",No
647,coopfromdastoop,14.44,D-,"S, 1, 2",No
648,vvsHyp,14.42,D-,"S, 6",No
649,Pure Chaos,14.42,D-,"S, 6",No
650,GG Foster,14.40,D-,"S, 5",No
651,GG xcwelk,14.40,D-,"S, 5",No
652,Kozmohs1,14.40,D-,"S, 1, 1",No
653,Medic x HUNTR/X,14.28,D-,"S, 1, 1",No
654,Majeta23,14.22,D-,"S, 1, 1, +, S, 4",No
655,eduardosanchez11,14.20,D-,"S, 5",No
656,EvilHowell,14.18,D-,"S, 1, 2",No
657,Miriahkay19,14.16,D-,"S, 1, 2, +, S, 4",No
658,Raykyodon,14.14,D-,"S, 6",No
659,Shoya,14.07,D-,"S, 1, 2",No
660,CubanoBread,14.04,D-,"S, 1, 2",No
661,FrankieSoluna,14.00,D-,"S, 6",No
662,FireKnight,14.00,D-,"S, 5",No
663,Huntingfool,13.98,D-,"S, 1, 2",No
664,ICRS JustTreaOnTwitch,13.89,D-,"S, 1, 2",Yes
665,Xiph,13.89,D-,"S, 1, 2",Yes
666,CJtoSmooth,13.86,D-,"S, 1, 2",Yes
667,DrMrProfCoach,13.77,D-,"S, 1, 2",Yes
668,Monty,13.76,D-,"S, 1, 2",No
669,21.5 Savage,13.72,D-,"S, 4, +, S, 6",No
670,ALL SWEAT NO SKILL,13.72,D-,"S, 6",No
671,IAmTonyAMA,13.72,D-,"S, 6",No
672,"Rat King, King of Rats",13.71,D-,"S, 1, 2",No
673,LEAD,13.66,D-,"S, 1, 2",Yes
674,Puppygirl_UwU,13.61,D-,"S, 1, 2",No
675,Truth_DJG,13.60,D-,"S, 5",No
676,MACnCHEES3,13.60,D-,"S, 5",No
677,Rupert Everton,13.60,D-,"S, 5",No
678,<> Booch <>,13.58,D-,"S, 6",No
679,XEL.Bpsword.Twitch,13.57,D-,"S, 1, 2",No
680,Woelkie,13.56,D-,"S, 1, 2",No
681,FRC_SIRWILLIAM,13.56,D-,"S, 4",No
682,FRC mr_hands_20,13.56,D-,"S, 4",No
683,SUKI,13.56,D-,"S, 4",No
684,@BlindBeastly,13.55,D-,"S, 1, 2",No
685,AI Conger,13.54,D-,"S, 1, 2",No
686,mpaxra,13.44,D-,"S, 6",No
687,okthen,13.44,D-,"S, 6",No
688,AP985,13.44,D-,"S, 6",No
689,BOYOS,13.44,D-,"S, 6",No
690,bookworm669,13.42,D-,"S, 1, 2",No
691,Arise_Shadow|Twitch,13.40,D-,"S, 5",No
692,ItzGingy_ Twitch,13.40,D-,"S, 5",No
693,rBronxasaur,13.38,D-,"S, 1, 2",Yes
694,B-Cup connoisseur,13.32,D-,"S, 1, 2",Yes
695,Heishi,13.03,D-,"S, 1, 2",No
696,sawabawa_ttv,13.01,D-,"S, 1, 2",No
697,§eren,12.97,D-,"S, 1, 2",No
698,Gachu,12.95,D-,"S, 1, 2",No
699,YinSlayys,12.88,D-,"S, 1, 2",No
700,buug,12.87,D-,"S, 1, 2",No
701,SpaceGhostXero,12.84,D-,"S, 1, 2",Yes
702,RiverDragonz,12.82,D-,"S, 1, 2",Yes
703,Skyy_NSU,12.79,D-,"S, 1, 2",No
704,Dalla,12.61,D-,"S, 1, 2",Yes
705,xerpentss,12.55,D-,"S, 1, 2",No
706,hxted,12.48,D-,"S, 1, 2",No
707,Zeta,12.48,D-,"S, 4",No
708,ItzHimmy,12.48,D-,"S, 4",No
709,@SonnyD_,12.48,D-,"S, 1, 2",No
710,LilMissGallop,12.48,D-,"S, 1, 2",No
711,JRobx,12.45,D-,"S, 1, 2",No
712,tdw_memelord,12.40,D-,"S, 5",No
713,the new CJ,12.36,D-,"S, 1, 2",No
714,strats,12.36,D-,"S, 4",No
715,twitch.tv/ruiin999,12.36,D-,"S, 1, 1",No
716,ILetBaddiesBeatMe13,12.30,D-,"S, 1, 2",Yes
717,MrJ620,12.26,D-,"S, 1, 2",No
718,xxDaji,12.23,D-,"S, 1, 2",No
719,littlehj,12.21,D-,"S, 1, 2",No
720,zG_Stifle,12.20,D-,"S, 5",No
721,EMB Loko,12.16,D-,"S, 1, 2",No
722,Chillzz-v4,12.16,D-,"S, 1, 2",No
723,horizon bhops,12.15,D-,"S, 1, 2",No
724,I JoJoo I,12.14,D-,"S, 1, 2",No
725,Nedlock ネドロック,12.04,D-,"S, 1, 2",No
726,zorkmead,12.00,D-,"S, 5",No
727,hems31,11.90,D-,"S, 6",No
728,Harmo,11.71,D-,"S, 1, 2",Yes
729,No Audio = Passion,11.70,D-,"S, 5",No
730,c8linrose,11.70,D-,"S, 4",No
731,Slacker,11.70,D-,"S, 4",No
732,groupty,11.64,D-,"S, 1, 1",No
733,FoxTrot,11.63,D-,"S, 1, 2",No
734,Treebear4P,11.62,D-,"S, 6",No
735,itsbond,11.60,D-,"S, 5",No
736,rucka,11.60,D-,"S, 5",No
737,JThig32,11.60,D-,"S, 5",No
738,hcmeeks,11.55,D-,"S, 1, 2",No
739,slap,11.55,D-,"S, 1, 2",Yes
740,point,11.50,D-,"S, 5",No
741,HP Slink,11.40,D-,"S, 4",No
742,Mango Taco,11.40,D-,"S, 5",No
743,c4 eeyore,11.34,D-,"S, 6",No
744,Jeremiah Jones the midget,11.34,D-,"S, 4",No
745,Mqples pet fish,11.30,D-,"S, 1, 2",No
746,destructed687,11.30,D-,"S, 5",No
747,No Brain,11.28,D-,"S, 1, 1",No
748,yvngvvs23,11.21,D-,"S, 1, 2",Yes
749,:)happiaka,11.16,D-,"S, 1, 2",No
750,Oppenheimer(Arise_Shadow Tv),11.16,D-,"S, 4",No
751,Matxaza,11.10,D-,"S, 5",No
752,CorporalChap,11.10,D-,"S, 4",No
753,oneFlim,11.10,D-,"S, 4",No
754,hxted's unk,11.08,D-,"S, 1, 2",No
755,splitbomb33,11.05,D-,"S, 1, 2",No
756,Cxnflictful,11.00,D-,"S, 5",No
757,claud_soigne,10.92,D-,"S, 6",No
758,Dookie,10.92,D-,"S, 4",No
759,LockeLee,10.90,D-,"S, 5",No
760,Xehnu,10.86,D-,"S, 4",No
761,@NotBrooklynn,10.83,D-,"S, 1, 2",No
762,graingerous,10.75,D-,"S, 1, 2",No
763,InYourGrill7,10.74,D-,"S, 4",No
764,Interstellar Duck,10.71,D-,"S, 1, 2",No
765,Master Oogway,10.70,D-,"S, 1, 2",Yes
766,Burzy -,10.70,D-,"S, 5",No
767,Croh,10.70,D-,"S, 5",No
768,Not Slim Thor,10.66,D-,"S, 1, 2",No
769,Jestahzz,10.65,D-,"S, 1, 2",No
770,cE zork,10.62,D-,"S, 4",No
771,DunnoU,10.62,D-,"S, 1, 1, +, S, 8",No
772,zewski,10.57,D-,"S, 1, 2",No
773,Shadow_Solos,10.56,D-,"S, 4",No
774,BinagoTheBeast,10.50,D-,"S, 5",No
775,Hexylis,10.50,D-,"S, 5",No
776,Big Daddy Busch,10.48,D-,"S, 1, 2",No
777,cE ismael,10.44,D-,"S, 4",No
778,cE avoidAPEX,10.44,D-,"S, 4",No
779,Sneaky,10.44,D-,"S, 1, 2",Yes
780,SummerLaneGG,10.40,D-,"S, 1, 2",No
781,FAT Edgar,10.32,D-,"S, 4",No
782,HegelsGhost,10.32,D-,"S, 4",No
783,LVS_Falcon,10.20,D-,"S, 1, 1",No
784,Brandon,10.17,D-,"S, 1, 2",No
785,@ICEDOUTLIFEALERT,10.16,D-,"S, 1, 2",Yes
786,Brewmeister,10.14,D-,"S, 4",No
787,Jubella_D,10.10,D-,"S, 5",No
788,DefyReaper,10.08,D-,"S, 4",No
789,ramshackle786,10.05,D-,"S, 1, 2",No
790,NSU Punk,9.99,D-,"S, 1, 2",No
791,chlls,9.92,D-,"S, 1, 2",No
792,GH0$T,9.89,D-,"S, 1, 2",No
793,Treazy,9.80,D-,"S, 5",No
794,o7 o7 o7,9.72,D-,"S, 1, 1",No
795,THR33,9.70,D-,"S, 5",No
796,ヒョン,9.60,D-,"S, 5",No
797,K_wal8,9.60,D-,"S, 1, 2",Yes
798,GS6abad95,9.55,D-,"S, 1, 2",No
799,Arc_PC,9.48,D-,"S, 1, 1",No
800,strats_1,9.42,D-,"S, 4",No
801,Roller Abuser,9.39,D-,"S, 1, 2",No
802,Biomains,9.34,D-,"S, 1, 2",No
803,CrashOutQueen,9.33,D-,"S, 1, 2",No
804,CainTFM,9.24,D-,"S, 4",No
805,Hootels,9.22,D-,"S, 1, 2",No
806,EST 0pticalFPS | Twitch,9.18,D-,"S, 4",No
807,TNX Xireq,9.14,D-,"S, 1, 2",Yes
808,tommyfrontofyb,9.12,D-,"S, 1, 2",No
809,KoolAidMan0744,9.12,D-,"S, 4",No
810,Dav1sgg,9.10,D-,"S, 4, +, S, 5",No
811,Ketchup Boy,8.98,D-,"S, 1, 2",No
812,Cheez,8.96,D-,"S, 6",No
813,Foster,8.94,D-,"S, 4",No
814,Heuman au TELEMANUS,8.93,D-,"S, 1, 2",No
815,ghost,8.89,D-,"S, 1, 2",No
816,FAT Isaac,8.88,D-,"S, 4",No
817,JustTam1r-TTV,8.83,D-,"S, 1, 2",No
818,Young__JL,8.76,D-,"S, 4",No
819,cwelkFORCE,8.70,D-,"S, 4",No
820,Lime Grass 0,8.64,D-,"S, 1, 2",No
821,NSU_RayJi,8.59,D-,"S, 1, 2",No
822,@rGhxsty,8.54,D-,"S, 1, 2",No
823,slump,8.54,D-,"S, 1, 2",No
824,Bill Hamid,8.52,D-,"S, 4, +, S, 5",No
825,AlwaysRight6770,8.46,D-,"S, 4",No
826,Lurchie,8.28,D-,"S, 1, 2",No
827,Monke,8.28,D-,"S, 1, 2",No
828,OpNate,8.26,D-,"S, 6",No
829,Nythros,8.21,D-,"S, 1, 2",No
830,Pink,8.16,D-,"S, 4",No
831,funsizednenax3,7.99,D-,"S, 1, 2",No
832,Kenji,7.84,D-,"S, 1, 2",No
833,phuzzapa,7.84,D-,"S, 1, 2",No
834,Hieroglyphic,7.80,D-,"S, 4",No
835,TGUN_Trivial,7.78,D-,"S, 1, 2",No
836,Coffin (training arc),7.56,D-,"S, 4",No
837,sfs spoken,7.46,D-,"S, 1, 2",No
838,isTauu,7.39,D-,"S, 1, 2",No
839,Papa Molly,7.28,D-,"S, 6",No
840,TheLittlefoot93,7.16,D-,"S, 1, 2",No
841,SAF Newbmaster69,7.15,D-,"S, 1, 2",No
842,SU_Hero_,7.08,D-,"S, 1, 2",No
843,Josizino,7.03,D-,"S, 1, 2",Yes
844,EXL_FLYXSS,6.96,D-,"S, 1, 1",No
845,TTV_Kriq,6.90,D-,"S, 4",No
846,MannyFnG,6.88,D-,"S, 1, 2",No
847,YGPhiend,6.88,D-,"S, 1, 2",No
848,Evoke,6.72,D-,"S, 1, 1",No
849,RHE_Big-Nate54,6.71,D-,"S, 1, 2",No
850,andra ∞,6.63,D-,"S, 1, 2",No
851,Raskkal,6.63,D-,"S, 1, 2",No
852,Too Symphony,6.54,D-,"S, 4",No
853,iElectrolyte,6.54,D-,"S, 4",No
854,CS Siimon,6.48,D-,"S, 4",No
855,m3a0w,6.48,D-,"S, 1, 1",No
856,RageKage,6.44,D-,"S, 1, 2",No
857,ArticWolf,6.44,D-,"S, 1, 2",No
858,SMZ ZAIKKO,6.40,D-,"S, 1, 2",No
859,Kellz10123,6.40,D-,"S, 1, 2",No
860,T1LLY_T1ME,6.36,D-,"S, 4",No
861,KyberTitan,6.36,D-,"S, 4",No
862,F3AR TRA1N,6.34,D-,"S, 1, 2",No
863,@Jaeger_Dyn,6.19,D-,"S, 1, 2",No
864,GTheBirdKing,6.07,D-,"S, 1, 2",No
865,miss teaboo,6.00,D-,"S, 4",No
866,Mango_Rat,6.00,D-,"S, 4",No
867,Trizzurrp,6.00,D-,"S, 4",No
868,rukaaiscool556,6.00,D-,"S, 1, 1",No
869,MHM_MrBr0janglessTTV,5.94,D-,"S, 8",No
870,tso,5.88,D-,"S, 1, 1",No
871,MamboNo7,5.76,D-,"S, 4",No
872,jc8nd,5.76,D-,"S, 4",No
873,ac__ca\vt.hctiwt,5.76,D-,"S, 1, 1",No
874,tzunomi | TTV,5.75,D-,"S, 1, 2",No
875,IDKTThomas,5.71,D-,"S, 1, 2",No
876,Elyruis,5.71,D-,"S, 1, 2",No
877,PastrDisastr348,5.67,D-,"S, 1, 2",No
878,ctrl,5.64,D-,"S, 1, 1",No
879,Whiffy,5.61,D-,"S, 1, 2",Yes
880,@Tdobzz,5.53,D-,"S, 1, 2",No
881,luke3o4,5.53,D-,"S, 1, 2",No
882,cum1nme,5.52,D-,"S, 4",No
883,GreasyMessiah,5.52,D-,"S, 4",No
884,@WreckerActual,5.49,D-,"S, 1, 2",No
885,@MissMontyy,5.46,D-,"S, 4",No
886,KIzaiya,5.46,D-,"S, 4",No
887,Sexton Shuffle,5.42,D-,"S, 1, 2",No
888,JustVibing4829,5.40,D-,"S, 1, 1",No
889,SwiftieC,5.37,D-,"S, 1, 2",No
890,NeiShan,5.28,D-,"S, 4",No
891,rat musubi,5.26,D-,"S, 1, 2",No
892,BABYJOKWR,5.23,D-,"S, 1, 2",No
893,anakeiko,5.22,D-,"S, 4",No
894,I3unnieee,5.22,D-,"S, 4",No
895,CG honeybee aries,5.22,D-,"S, 8",No
896,MDeVivo,5.13,D-,"S, 1, 2",No
897,xFatalxxShotx,5.04,D-,"S, 4",No
898,golf,5.04,D-,"S, 4",No
899,Jubella,5.00,D-,"S, 1, 2",No
900,Frijoles,4.92,D-,"S, 4",No
901,l0tusStar,4.86,D-,"S, 8",No
902,WALLSHIFT,4.86,D-,"S, 8",No
903,PLUMBER_WaBBiT,4.68,D-,"S, 4",No
904,StrawberryPhox,4.64,D-,"S, 1, 2",No
