Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
49,PZ1A,95.35,B+,"S, 1, 2, +, S, 4, +, S, 8",Yes
50,Zaphyツ,95.04,B+,"S, 1, 1",No
51,Mr_Hands_20,93.24,B+,"S, 5, +, S, 6, +, S, 8",No
52,indigocross92,91.36,B+,"S, 1, 2, +, S, 6, +, S, 8",No
53,GRO gLow,91.27,B+,"S, 1, 2, +, S, 8",No
54,Hawkeye2552,90.36,B+,"S, 5, +, S, 6, +, S, 8",No
55,bradyvision,89.94,B+,"S, 1, 2, +, S, 8",No
56,priiznn,89.81,B+,"S, 1, 1, +, S, 1, 2",Yes
57,ARI!,88.99,B+,"S, 1, 1, +, S, 1, 2, +, S, 6",Yes
58,PureAqua | Ltto,88.60,B+,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
59,unix._,88.34,B+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6, +, S, 8",No
60,ChefMike,87.77,B+,"S, 1, 2, +, S, 6, +, S, 8, +, S, 8",No
61,Kevin,86.87,B+,"S, 1, 2, +, S, 8",Yes
62,DH_Soda,86.53,B+,"S, 1, 1, +, S, 1, 2",Yes
63,Eddy,86.48,B+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
64,AUTHOR,85.98,B+,"S, 5, +, S, 6, +, S, 8",No
65,kat,85.97,B+,"S, 1, 2, +, S, 8",Yes
66,OzWaldo,85.92,B+,"S, 1, 1",No
67,AiymAPotato,85.68,B+,"S, 1, 2, +, S, 8",Yes
68,Dusterbia,85.68,B+,"S, 1, 2, +, S, 8",Yes
69,Cezr,85.68,B+,"S, 1, 2, +, S, 8",Yes
70,BigBen,84.94,B,"S, 1, 2, +, S, 8",No
71,winterdeadeye23,84.07,B,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 6, +, S, 8",Yes
72,NuTTy,83.91,B,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",Yes
73,TwelveGage,83.72,B,"S, 1, 2, +, S, 4, +, S, 6, +, S, 8",No
74,Haki,83.47,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",Yes
75,Hylandbound,83.12,B,"S, 5, +, S, 8",No
76,t,82.79,B,"S, 1, 2, +, S, 6",Yes
77,zCrackdown,81.76,B,"S, 1, 1, +, S, 4, +, S, 5, +, S, 6",No
78,F5 | Stabjackal TTV,81.44,B,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
79,SMZ Dragonite,80.98,B,"S, 1, 2, +, S, 8, +, S, 8",No
80,maufctr,80.89,B,"S, 1, 1, +, S, 1, 2",Yes
81,xCopiumso,80.85,B,"S, 1, 2, +, S, 8",Yes
82,shueisha,80.70,B,"S, 1, 2, +, S, 8",No
83,spaceman,80.19,B,"S, 1, 1, +, S, 1, 2",Yes
84,DASLEDGEHAMMER,79.28,B,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5",Yes
85,LeaderOfTheBees,78.72,B,"S, 1, 1",No
86,Doctor Eloc,78.34,B,"S, 5, +, S, 6, +, S, 8",No
87,Omnipotene,78.24,B,"S, 1, 1",No
88,StoneSpy946,77.80,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
89,Todo_apex,77.28,B,"S, 1, 1",No
90,Groliver86,77.27,B,"S, 1, 2, +, S, 8",Yes
91,kraag,77.21,B,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
92,wawzi,77.16,B,"S, 1, 1, +, S, 1, 2",Yes
93,goodlookingsean,76.52,B,"S, 1, 1, +, S, 1, 2",Yes
94,PGK,75.92,B,"S, 1, 1, +, S, 1, 2",Yes
95,TsF MonTy,75.73,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
96,twitch.tv/apguapo,74.87,B,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
97,Graffix,73.91,B,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6, +, S, 8",No
98,Scarab6232,73.60,B,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
99,ImSh1ny,73.04,B,"S, 1, 2, +, S, 8",Yes
100,xestefy_,72.39,B,"S, 1, 2, +, S, 8",Yes
101,ChosenSky,71.98,B,"S, 1, 1, +, S, 6",No
102,VENGER_YT,71.86,B,"S, 1, 2",Yes
103,Oshe,71.79,B,"S, 1, 2, +, S, 8",No
104,PALMS,71.49,B,"S, 1, 1, +, S, 1, 2, +, S, 8",No
105,MattyK3NG,71.26,B,"S, 1, 2, +, S, 8",Yes
106,caro,70.94,B,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
107,JackHeDoesIt,70.84,B,"S, 4, +, S, 5, +, S, 6, +, S, 8",No
108,BossBBALLER101,70.84,B,"S, 4, +, S, 5, +, S, 6, +, S, 8",No
109,Crash,70.57,B,"S, 1, 2, +, S, 8",Yes
110,Fartman,69.69,C+,"S, 1, 2, +, S, 8",Yes
111,SirNaughty1,69.51,C+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
112,mIsTer_gAbRielLL,69.48,C+,"S, 1, 2, +, S, 4, +, S, 5",Yes
113,PZ2A,68.81,C+,"S, 1, 1, +, S, 1, 2",Yes
114,DH_EMPTheProto,68.44,C+,"S, 1, 2, +, S, 6, +, S, 8",Yes
115,MikieDelliii,68.44,C+,"S, 4, +, S, 5, +, S, 6, +, S, 8",No
116,goddamnironman,68.26,C+,"S, 1, 2, +, S, 8",No
117,ntROZE,68.09,C+,"S, 1, 1, +, S, 1, 2, +, S, 4, +, S, 5, +, S, 6",Yes
118,Broom,67.30,C+,"S, 1, 1, +, S, 4, +, S, 5, +, S, 6",No
119,laceycs,66.90,C+,"S, 1, 2, +, S, 6, +, S, 8",No
120,Calbeast,66.74,C+,"S, 5, +, S, 6, +, S, 8",No
121,blanK,66.46,C+,"S, 1, 1, +, S, 1, 2, +, S, 5, +, S, 8",Yes
122,MOTL DduckyG,66.00,C+,"S, 1, 2, +, S, 6, +, S, 8",No
123,EST Wattzz,64.70,C+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
124,AngryS0da,64.65,C+,"S, 1, 2, +, S, 5, +, S, 6, +, S, 8",No
125,NightNight,64.03,C+,"S, 1, 2, +, S, 8",No
126,zegion,63.43,C+,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
127,The Corrupt Teacher,63.20,C+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
128,Deetray,62.40,C+,"S, 1, 1",No
129,Potter,61.63,C+,"S, 1, 2, +, S, 4, +, S, 8",Yes
130,Jakoby,60.84,C+,"S, 1, 1",No
131,Uorax,60.59,C+,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
132,DaS8157,60.55,C+,"S, 1, 2, +, S, 8",No
133,DmanLOC,60.40,C+,"S, 1, 2, +, S, 4, +, S, 5, +, S, 6",No
134,DH_Turtle Guy,59.89,C,"S, 1, 1, +, S, 1, 2",Yes
135,YANKEE 6 XRAY,59.66,C,"S, 5, +, S, 6, +, S, 8",No
136,Xyrosec,59.62,C,"S, 1, 2, +, S, 8",Yes
137,JuiceboxSlays,59.24,C,"S, 1, 2, +, S, 8",No
138,CF: TTV-ParcifalOg1,59.19,C,"S, 1, 2, +, S, 8",No
139,XEL Decimation,58.98,C,"S, 1, 2",Yes
140,Coveted Yams,58.62,C,"S, 1, 2, +, S, 8",No
141,kallax,58.58,C,"S, 4, +, S, 5, +, S, 6",No
142,Bagel,58.48,C,"S, 4, +, S, 5, +, S, 6",No
143,LB Muggso,58.48,C,"S, 4, +, S, 5, +, S, 6",No
144,KoolAidMan,58.34,C,"S, 5, +, S, 6",No
145,TH | Nick,57.50,C,"S, 1, 2, +, S, 8",No
146,Jinkx,57.42,C,"S, 6, +, S, 8",No
147,XEL iklipsa,57.37,C,"S, 1, 2",Yes
148,EST MANGO XHANDER,57.28,C,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
149,eddyjr85,57.16,C,"S, 4, +, S, 5, +, S, 6",Yes
150,MoistKnight2443,56.91,C,"S, 1, 2, +, S, 6, +, S, 8",No
151,mer,56.36,C,"S, 5, +, S, 6, +, S, 8",No
152,CF Mango,56.21,C,"S, 1, 2, +, S, 8",No
153,RBD yonewdaddy,55.87,C,"S, 1, 2, +, S, 5, +, S, 8",No
154,OverratedMax,55.54,C,"S, 1, 1, +, S, 5, +, S, 6",No
155,xJusGavx,55.12,C,"S, 1, 2, +, S, 8",No
156,@Mootzel,54.90,C,"S, 1, 2, +, S, 8",No
157,Supreme,54.52,C,"S, 1, 2, +, S, 6, +, S, 8",No
158,ehayes121,54.47,C,"S, 1, 2, +, S, 6, +, S, 8",No
159,ferris66,54.38,C,"S, 4, +, S, 5, +, S, 6",No
160,:O,54.34,C,"S, 1, 2, +, S, 8",No
161,Goomba on a Roomba,54.29,C,"S, 1, 2, +, S, 8",Yes
162,TONYPIKACHU,54.24,C,"S, 6, +, S, 8",No
163,baeV,54.09,C,"S, 1, 2, +, S, 4, +, S, 5, +, S, 8",No
164,ZTtheman,54.04,C,"S, 4, +, S, 5, +, S, 6",No
165,Viva GOON,53.30,C,"S, 4, +, S, 5, +, S, 6",No
166,Luzer,53.16,C,"S, 5, +, S, 6",No
167,Phoenix.MLNT,53.10,C,"S, 8",No
168,Monarch5079,52.90,C,"S, 5, +, S, 6",No
169,uFears,52.77,C,"S, 1, 2, +, S, 8",No
170,JEK,52.55,C,"S, 1, 2, +, S, 8",No
171,FlareNotFlair,52.44,C,"S, 1, 1",No
172,chill guy kien,52.35,C,"S, 1, 2, +, S, 8",No
173,Cyferzn,52.32,C,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
174,@ArtemisGG_,52.28,C,"S, 1, 2, +, S, 8",No
175,Lame A Train,52.02,C,"S, 8",No
176,Truth,51.85,C,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
177,Hot4Wattson,51.72,C,"S, 5, +, S, 6",No
178,EmJay913,51.72,C,"S, 5, +, S, 6",No
179,l Xploded l,51.72,C,"S, 5, +, S, 6",No
180,PTtheman,51.48,C,"S, 4, +, S, 5, +, S, 6",No
181,TheCoolPanda_,51.32,C,"S, 1, 2",No
182,SlyTitan,51.30,C,"S, 1, 1, +, S, 4, +, S, 5",No
183,cxedt on all platforms,50.95,C,"S, 1, 2",Yes
184,Wolfer,50.88,C,"S, 1, 1, +, S, 6, +, S, 8",No
185,ixf_23,50.86,C,"S, 4, +, S, 5, +, S, 6",No
186,Saki :D,50.75,C,"S, 1, 2, +, S, 8",No
187,AllieFPS | Twitch,50.48,C,"S, 1, 1, +, S, 1, 2",Yes
188,iiRonnoc,50.30,C,"S, 1, 2, +, S, 6, +, S, 8",No
189,G2theRiffin,50.10,C,"S, 1, 2, +, S, 8",No
190,FTB | Hunkulesss,50.10,C,"S, 1, 2, +, S, 8",No
191,PettyPenguin39,50.07,C,"S, 1, 2",Yes
192,LNC_Viper,49.68,C-,"S, 1, 2, +, S, 8",No
193,BF Durxy,48.87,C-,"S, 1, 1, +, S, 1, 2",Yes
194,imCBITS,48.86,C-,"S, 1, 1, +, S, 1, 2, +, S, 8",Yes
195,Waly,48.72,C-,"S, 1, 1, +, S, 1, 2, +, S, 8",No
196,Viridae,48.59,C-,"S, 1, 2, +, S, 4, +, S, 6",No
197,Viva Acee,48.52,C-,"S, 4, +, S, 5, +, S, 6",No
198,Aero,48.22,C-,"S, 1, 2, +, S, 8",Yes
199,ImTheBigFork,48.22,C-,"S, 1, 2, +, S, 8",No
200,Fuzz,48.04,C-,"S, 1, 1, +, S, 1, 2, +, S, 8",No
201,MannikTV,48.01,C-,"S, 1, 2, +, S, 8",No
202,LAZY3D,48.00,C-,"S, 1, 1",No
203,the-optimistic-stoic,47.78,C-,"S, 1, 2, +, S, 6",No
204,FSU_IamAtomicTV,47.70,C-,"S, 8",No
205,Syndicate50,47.70,C-,"S, 8",No
206,XZL fifiLilGuy,47.33,C-,"S, 1, 2, +, S, 4",Yes
207,R A P T U R E,47.17,C-,"S, 1, 1, +, S, 1, 2",Yes
208,GGMantisToboggan,46.90,C-,"S, 1, 2, +, S, 8",No
209,Raz,46.78,C-,"S, 1, 2, +, S, 8",No
210,HotKnockz,46.12,C-,"S, 1, 1, +, S, 1, 2",No
211,pat,46.11,C-,"S, 1, 2, +, S, 8",No
212,CF TTV Teach da youth,46.05,C-,"S, 1, 2, +, S, 8",No
213,@WB_Killua,45.95,C-,"S, 1, 2",Yes
214,Dijaii,45.58,C-,"S, 1, 2",No
215,EagleUSA,45.57,C-,"S, 1, 2, +, S, 8",No
216,Enderphor,45.39,C-,"S, 1, 2, +, S, 8",No
217,@BilliardHorn,45.38,C-,"S, 1, 2, +, S, 8",No
218,Prophecy,45.36,C-,"S, 6",No
219,phokkyu,45.09,C-,"S, 1, 2, +, S, 8",Yes
220,PRDX_Jokr,44.77,C-,"S, 1, 2, +, S, 8",No
221,Double-Take,44.27,C-,"S, 1, 2, +, S, 8",Yes
222,CapybarasGoRAWRR,44.18,C-,"S, 1, 2",No
223,BaM_Clutch,43.86,C-,"S, 1, 2, +, S, 6, +, S, 8",No
224,BrandoCommando,43.80,C-,"S, 1, 1",No
225,Viva Grad,43.72,C-,"S, 4, +, S, 5, +, S, 6",No
226,x_howdie_x,43.71,C-,"S, 1, 2, +, S, 8",No
227,FlexinGhostaJ,43.68,C-,"S, 6",No
228,BobbyBooshayy,43.31,C-,"S, 1, 2, +, S, 8",No
229,ChubbyChinchilla8,43.26,C-,"S, 1, 1, +, S, 1, 2",Yes
230,faust_aka_furux,42.97,C-,"S, 1, 2, +, S, 5, +, S, 6",No
231,Quip,42.66,C-,"S, 8",No
232,Lui,42.47,C-,"S, 1, 2",Yes
233,TTV iXM1kos,42.47,C-,"S, 1, 2",Yes
234,Becka,42.41,C-,"S, 1, 2, +, S, 8",No
235,cafnated,42.20,C-,"S, 4, +, S, 5, +, S, 6",No
236,hyper o7웃,42.08,C-,"S, 1, 1, +, S, 1, 2",Yes
237,Knightmare411,41.76,C-,"S, 4, +, S, 5, +, S, 6",No
238,Hurt,41.65,C-,"S, 1, 2, +, S, 8",No
239,YoTakeItEezy,41.65,C-,"S, 1, 2, +, S, 8",No
240,Cherm,41.59,C-,"S, 1, 2, +, S, 8",No
241,negativerush,41.59,C-,"S, 1, 2, +, S, 8",No
242,Jhonpii,41.46,C-,"S, 5, +, S, 6",No
243,hatch,41.44,C-,"S, 1, 2, +, S, 8",Yes
244,Jack,41.20,C-,"S, 1, 2, +, S, 8",No
245,Bungus Elite,40.94,C-,"S, 1, 2, +, S, 8",No
246,UTSA_NEVANttv,40.66,C-,"S, 4, +, S, 5",No
247,JUIICE,40.66,C-,"S, 4, +, S, 5",No
248,Ur Dads Favorite Player,40.62,C-,"S, 4, +, S, 5",No
249,CommonFound,40.46,C-,"S, 6",No
250,ZeroGLHF,40.33,C-,"S, 1, 2, +, S, 8",Yes
251,FTB | Steph,40.30,C-,"S, 1, 2, +, S, 8",No
252,FTB | SliceOfJAO,40.14,C-,"S, 1, 2, +, S, 8",No
253,asome005,40.14,C-,"S, 8",No
254,I_am_that_guy_59,40.14,C-,"S, 8",No
255,impish,39.96,D+,"S, 4, +, S, 8",No
256,[DAD] Nars Lootbaar,39.95,D+,"S, 1, 2, +, S, 8",No
257,KindKitten13,39.24,D+,"S, 8",No
258,Regen,39.24,D+,"S, 8",No
259,F5 | Big Ab,39.24,D+,"S, 1, 1",No
260,PRDX_kraknn,39.17,D+,"S, 1, 2, +, S, 8",No
261,abogado,39.16,D+,"S, 5, +, S, 6",No
262,I3otox_,38.97,D+,"S, 1, 2, +, S, 8",No
263,Bolbi Stroganovsky,38.94,D+,"S, 1, 2, +, S, 8",No
264,dizzyjavi,38.85,D+,"S, 1, 2, +, S, 5",Yes
265,shapegenerator,38.68,D+,"S, 5, +, S, 6",No
266,AstralDax,38.60,D+,"S, 5, +, S, 6",No
267,K1ng_K00p4,38.60,D+,"S, 5, +, S, 6",No
268,dachick3n70,38.58,D+,"S, 5, +, S, 6",No
269,Keko29FTW,38.44,D+,"S, 1, 2, +, S, 8",No
270,Poptart,38.36,D+,"S, 6",No
271,TheBigDeal,38.36,D+,"S, 6",No
272,HP Bunker,38.28,D+,"S, 4, +, S, 6",No
273,SnoZizzle | Twitch,37.64,D+,"S, 1, 2",Yes
274,ThisIsMig | Twitch,37.62,D+,"S, 8",No
275,Gee_Spree,37.44,D+,"S, 8",No
276,AS1AN M1KE,37.36,D+,"S, 1, 2, +, S, 5, +, S, 8",No
277,Angxelah,37.32,D+,"S, 1, 1, +, S, 1, 2, +, S, 8",No
278,TremblingTarantula43,37.19,D+,"S, 1, 2",Yes
279,FLCIDSOCRTIC,37.16,D+,"S, 5, +, S, 6",No
280,FSU_TacticalMyst,36.90,D+,"S, 8",No
281,SIRWILLIAMVII,36.72,D+,"S, 5, +, S, 6",No
282,Skratchd_,36.72,D+,"S, 8",No
283,petergriffin483,36.58,D+,"S, 4, +, S, 5",No
284,sX_ItsNick,36.56,D+,"S, 1, 2, +, S, 8",No
285,NickCageTheDickMage,36.50,D+,"S, 1, 2",No
286,J DAWG,36.41,D+,"S, 1, 2, +, S, 8",No
287,furryCheese,36.40,D+,"S, 1, 1, +, S, 5",No
288,Denk Jenkinson,36.18,D+,"S, 1, 2, +, S, 5, +, S, 6",No
289,Kitkat >:),36.14,D+,"S, 1, 2, +, S, 8",No
290,iiNovationii,35.82,D+,"S, 8",No
291,K1ng13east,35.64,D+,"S, 1, 2, +, S, 8",No
292,@rbv_sk8ter,35.62,D+,"S, 1, 2",Yes
293,Galahad,35.62,D+,"S, 1, 2",Yes
294,Sithopher,35.61,D+,"S, 1, 2, +, S, 8",No
295,Pope Coswi,35.34,D+,"S, 5, +, S, 6",No
296,snowyday_,35.31,D+,"S, 1, 2, +, S, 8",No
297,RBD Hound,35.20,D+,"S, 1, 2, +, S, 8",No
298,THEOZINBOY,35.04,D+,"S, 1, 1",No
299,Figgy14,34.80,D+,"S, 4, +, S, 8",No
300,Fent Gorilla,34.79,D+,"S, 1, 2",Yes
301,Hun7er_TV,34.69,D+,"S, 1, 2",No
302,PRDX_Ayywire,34.59,D+,"S, 1, 2, +, S, 8",No
303,amieable,34.56,D+,"S, 4, +, S, 5, +, S, 8",No
304,A_Fox_With_Sox,34.55,D+,"S, 1, 2, +, S, 8",No
305,SpectacularlyAvg,34.48,D+,"S, 5, +, S, 6",No
306,shxde,34.46,D+,"S, 1, 2",Yes
307,ButterMyBreadWB,34.38,D+,"S, 8",No
308,Goonther,34.16,D+,"S, 1, 2, +, S, 8",No
309,Fat_Cat,34.10,D+,"S, 5, +, S, 6",No
310,hazelnut,34.01,D+,"S, 1, 2",No
311,MyrtleSquirtle,34.01,D+,"S, 1, 2, +, S, 8",No
312,MOTL rBlaze,33.84,D+,"S, 5, +, S, 6",No
313,HypyFuneral,33.74,D+,"S, 6",No
314,kane.,33.60,D+,"S, 1, 2",No
315,m2,33.48,D+,"S, 1, 2, +, S, 8",Yes
316,jackiedees,33.36,D+,"S, 5, +, S, 6",No
317,reverie,33.32,D+,"S, 1, 2",No
318,TLN QueWey,33.30,D+,"S, 4, +, S, 5",No
319,o7Dash,33.26,D+,"S, 1, 1, +, S, 1, 2",Yes
320,chrisk,33.20,D+,"S, 4, +, S, 5",No
321,claud,33.12,D+,"S, 8",No
322,TH | LIVE,33.12,D+,"S, 1, 2, +, S, 8",No
323,A_MF_Queen,33.07,D+,"S, 1, 2, +, S, 8",No
324,fizzy0o0,33.02,D+,"S, 4, +, S, 6",No
325,Twitch.tv/Utterword,32.83,D+,"S, 1, 2",Yes
326,AverageDrae,32.64,D+,"S, 1, 2, +, S, 8",No
327,Revy2hands,32.63,D+,"S, 1, 2, +, S, 5",No
328,@BloomDion,32.60,D+,"S, 4, +, S, 6",No
329,sX Adam1003,32.36,D+,"S, 1, 2, +, S, 8",No
330,B Tier,32.30,D+,"S, 1, 2",No
331,XZL FireDragon,32.26,D+,"S, 1, 2",Yes
332,jaundyy666,32.22,D+,"S, 8",No
333,SantaKlaus,32.10,D+,"S, 1, 2, +, S, 8",No
334,PZ3A,31.96,D+,"S, 1, 2",Yes
335,kevin nguyen,31.81,D+,"S, 1, 2",Yes
336,Pen5guin,31.80,D+,"S, 1, 1",No
337,fpsboone,31.68,D+,"S, 8",No
338,ryuu,31.63,D+,"S, 1, 2",Yes
339,DRIP_itsyoboigothy,31.58,D+,"S, 1, 2",No
340,iLehr,31.35,D+,"S, 1, 2",No
341,Gator Needs His Gat,31.14,D+,"S, 8",No
342,SilentRyft,31.08,D+,"S, 1, 1",No
343,TTV | TripleThreatG75,31.08,D+,"S, 1, 2",No
344,Leon,30.96,D+,"S, 4, +, S, 6",No
345,F5|GsQ BloomDion,30.84,D+,"S, 1, 1",No
346,ZonkyWonky,30.84,D+,"S, 1, 2",No
347,delli,30.79,D+,"S, 1, 2",Yes
348,MJ5044,30.78,D+,"S, 8",No
349,Sydney,30.52,D+,"S, 1, 2",No
350,"Brisket ""Fuegisimo"" Elegantè",30.52,D+,"S, 6",No
351,cashflow,30.46,D+,"S, 1, 2",Yes
352,OvP Diablo,30.46,D+,"S, 1, 2",Yes
353,Indy,30.42,D+,"S, 8",No
354,Kulutch,30.30,D+,"S, 1, 2",No
355,US-Fakezi,30.24,D+,"S, 8",No
356,rRekra,30.21,D+,"S, 1, 2",Yes
357,Rvo,30.17,D+,"S, 1, 1, +, S, 1, 2",Yes
358,elflako99,30.16,D+,"S, 5, +, S, 6",No
359,TGUN_Turtle,30.06,D+,"S, 1, 2, +, S, 8",No
360,sly,29.92,D,"S, 5, +, S, 6",No
361,LilS4ck,29.92,D,"S, 5, +, S, 6",No
362,Yaboi T,29.92,D,"S, 5, +, S, 6",No
363,Nova_Cat,29.72,D,"S, 4, +, S, 5",No
364,FALN | Stats,29.70,D,"S, 8",No
365,Krit,29.55,D,"S, 1, 2, +, S, 8",No
366,Mango Burger,29.34,D,"S, 1, 2, +, S, 4, +, S, 4, +, S, 5",No
367,alphabet,29.28,D,"S, 1, 2",No
368,Wolfy,29.20,D,"S, 5",No
369,Siimmplicity,29.19,D,"S, 1, 2",Yes
370,SrgtButtercups,29.18,D,"S, 4, +, S, 5",No
371,ENVYxSkillet,29.18,D,"S, 5, +, S, 8",No
372,yoosmik,28.94,D,"S, 1, 2",Yes
373,WB_iMysticVortex,28.81,D,"S, 1, 2",Yes
374,Draigo,28.80,D,"S, 8",No
375,BaByBuStD0wn_,28.71,D,"S, 1, 2, +, S, 5",No
376,"HP Slink, M.D.",28.70,D,"S, 6",No
377,Epic Gamer,28.66,D,"S, 5, +, S, 6",No
378,ꟻiꙅHiᴎɘꙅꙅ,28.62,D,"S, 1, 2, +, S, 8",No
379,Cleos,28.46,D,"S, 1, 2",Yes
380,shmovinonya,28.38,D,"S, 1, 2",Yes
381,VirtualActive,28.28,D,"S, 6",No
382,mati,28.26,D,"S, 8",No
383,@happyhour27,28.25,D,"S, 1, 2",Yes
384,LilDerpyy,28.24,D,"S, 1, 2",Yes
385,eR4Ticate13,28.18,D,"S, 1, 2, +, S, 8",No
